id;filename;text;augmentation_type;intimité;fertilité du language;fluidité;émotions;imaginaire; expert;Vulnerable
11_translation;Entretien 01 24.10.03 02_traitement_A;On coupe les calibres et on coupe les pièces en verre.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0
120_contextual;Entretien 01 25.03.13 01_traitement_A;C'est une logique qui fonctionne bien moi en tout cas. Ce qui se fait sur ma lame, non'est que petit à petit, je se couche. Me fais un premier passage où j'ai le haut plus la lame qui est relevé et j'entame vraiment un retrait doucement peu MA peau.;contextual;1.0;5.0;1.0;1.0;1.0;7.0;1.0
120_original;Entretien 01 25.03.13 01_traitement_A;C'est une logique qui fonctionne pour moi en tout cas. Ce qui se passe avec ma lame, c'est que petit à petit, je la couche. Je fais un premier passage où j'ai le haut de la lame qui est relevé et j'entame vraiment un tout petit peu la peau.;original;1.0;5.0;1.0;1.0;1.0;7.0;1.0
120_swap;Entretien 01 25.03.13 01_traitement_A;C ' est une qui logique fonctionne en pour moi tout cas. Ce qui passe se avec ma, lame c ' est que petit à petit, je la couche. Je fais un premier où passage j ' ai le haut de la lame qui est relevé et j ' vraiment entame un tout petit peu peau la.;swap;1.0;5.0;1.0;1.0;1.0;7.0;1.0
120_translation;Entretien 01 25.03.13 01_traitement_A;C'est une logique qui fonctionne pour moi. Ce qui arrive à ma lame, c'est que je la mets petit à petit. Je fais un premier passage où j'ai le dessus de la lame qui est soulevée et j'embrasse vraiment un peu la peau.;translation;1.0;5.0;1.0;1.0;1.0;7.0;1.0
121_contextual;Entretien 01 25.03.13 01_traitement_A;Ensuite, ça reviens en deuxième fois et il'entame un deuxième petit peu plus loin. Et tout à petit, je dessine le biseau. Ce que j'aime souvent lire avec jeunes élèves, c'est que c'est comme si je terra déjà un plage.;contextual;2.0;5.0;4.0;1.0;7.0;7.0;1.0
121_original;Entretien 01 25.03.13 01_traitement_A;Ensuite, je reviens une deuxième fois et j'entame un tout petit peu plus loin. Et petit à petit, je dessine le biseau. Ce que j'aime bien raconter avec mes élèves, c'est que c'est comme si je terrassais une plage.;original;2.0;5.0;4.0;1.0;7.0;7.0;1.0
121_swap;Entretien 01 25.03.13 01_traitement_A;, ensuite une je reviens deuxième fois et j ' entame un tout petit peu plus. Et loin à petit petit, je dessine le biseau. que Ce j ' aime bien raconter avec mes élèves, c ' est que c ' est comme si je terrassais plage une.;swap;2.0;5.0;4.0;1.0;7.0;7.0;1.0
121_translation;Entretien 01 25.03.13 01_traitement_A;Puis je reviens une seconde fois et j'essaie d'aller un peu plus loin, et je commence à dessiner les kippers. Ce que j'aimerais dire à mes élèves, c'est que c'est que j'ai l'impression de terrasser une plage.;translation;2.0;5.0;4.0;1.0;7.0;7.0;1.0
122_contextual;Entretien 01 25.03.13 01_traitement_A;La plage était constituée d'un a multitude de trucs de la petit à petit, e'allais retirer d'abord au bord des l'eau en pièce de cuir. Puis petit à petit, j'allais remonter jusqu'à le plus loin possible pour avoir une zone la plus égale possible qui descend tout doucement vers l'eau. Et la, petit à petit, j'incline chaque lame pour pouvoir travailler à l'endroit qui m' conviennent.;contextual;4.0;4.0;5.0;1.0;7.0;7.0;1.0
122_original;Entretien 01 25.03.13 01_traitement_A;La plage était constituée d'un amas de trucs et que petit à petit, j'allais retirer d'abord au bord de l'eau une épaisseur de cuir. Puis petit à petit, j'allais remonter jusqu'à le plus loin possible pour avoir une zone la plus égale possible qui descend tout doucement vers l'eau. Et ça, petit à petit, j'incline ma lame pour pouvoir travailler à l'endroit qui m'intéresse.;original;4.0;4.0;5.0;1.0;7.0;7.0;1.0
122_swap;Entretien 01 25.03.13 01_traitement_A;La plage était constituée d ' un amas trucs de et petit que à petit, j ' retirer allais d ' abord au bord de l ' une eau épaisseur de cuir. Puis petit à petit, j ' allais remonter ' jusqu le à plus loin possible pour avoir une zone la plus égale possible qui tout descend doucement vers l eau '. Et ça petit, à petit, j ' ma incline lame pour pouvoir travailler à l ' endroit qui m ' intéresse.;swap;4.0;4.0;5.0;1.0;7.0;7.0;1.0
122_translation;Entretien 01 25.03.13 01_traitement_A;La plage se composait d'une pléthore de choses, et peu à peu, je voulais d'abord retirer une épaisseur de cuir sur l'eau, puis j'ai voulu aller petit à petit jusqu'au sommet pour avoir une zone aussi uniforme que possible qui descend lentement dans l'eau. Et peu à peu, je fléchis ma lame pour pouvoir travailler à l'endroit qui m'intéressait.;translation;4.0;4.0;5.0;1.0;7.0;7.0;1.0
123_contextual;Entretien 01 25.03.13 01_traitement_A;Et pour pourincliner ma lame, c'est un peu de pression de la main vraiment quasiment très près du fil de la lame pour pouvoir attaquer le cuir justement où ça m'intéresse. Parce que ce qu'on retrouve de cuir, c'est vraiment des toutes petites tailless. On y va petit par petit pour est sûr de de pas couper trop peu, de pour pas entamer la peau et tout ça.;contextual;4.0;7.0;5.0;1.0;1.0;7.0;3.0
123_original;Entretien 01 25.03.13 01_traitement_A;Et pour incliner ma lame, c'est un jeu de pression de la main vraiment quasiment très près du fil de la lame pour pouvoir attaquer le cuir là où ça m'intéresse. Parce que ce qu'on retire de cuir, c'est vraiment des toutes petites pellicules. On y va petit à petit pour être sûr de ne pas couper trop loin, de ne pas entamer la peau et tout ça.;original;4.0;7.0;5.0;1.0;1.0;7.0;3.0
123_swap;Entretien 01 25.03.13 01_traitement_A;Pour et incliner ma lame, c ' est un de jeu pression de la main vraiment quasiment très près du fil de la lame pour pouvoir attaquer le cuir là où m ça '. intéresse que Parce ce qu ' on retire de cuir, c ' est vraiment toutes des petites pellicules. On y petit va à petit pour de être sûr ne pas couper trop loin, ne de pas entamer la peau et tout ça.;swap;4.0;7.0;5.0;1.0;1.0;7.0;3.0
123_translation;Entretien 01 25.03.13 01_traitement_A;Et pour renverser ma lame, c'est un jeu d'impression de la main qui est presque aussi près du fil du couteau pour pouvoir attaquer le cuir où ça m'intéresse, parce que ce que vous tirez de cuir est vraiment de petites écailles.;translation;4.0;7.0;5.0;1.0;1.0;7.0;3.0
124_contextual;Entretien 01 25.03.13 01_traitement_A;Ce que nous n' étais pas dit aussi, c'est le support derrière quoi je bloque pour faire ça. Je travaille bien une lame d'élagage. Donc moi, c'est un scalpel, mais ça peut être une lame d' é meilleurage.;contextual;1.0;5.0;1.0;1.0;1.0;7.0;1.0
124_original;Entretien 01 25.03.13 01_traitement_A;Ce que je n'ai pas décrit aussi, c'est le support sur lequel je travaille pour faire ça. Je travaille avec une lame d'élagage. Pour moi, c'est un scalpel, mais ça peut être une lame d'élagage.;original;1.0;5.0;1.0;1.0;1.0;7.0;1.0
124_swap;Entretien 01 25.03.13 01_traitement_A;Ce que je n ' ai pas décrit aussi, c ' le est support lequel sur je travaille faire pour ça Je. travaille avec une lame d ' élagage. Pour moi, ' est c un, scalpel mais ça peut une être d lame élagage '.;swap;1.0;5.0;1.0;1.0;1.0;7.0;1.0
124_translation;Entretien 01 25.03.13 01_traitement_A;Ce que je n'ai pas décrit, c'est le support sur lequel je travaille pour le faire. Je travaille avec une coupe. Pour moi, c'est un scalpel, mais c'est peut-être une coupe.;translation;1.0;5.0;1.0;1.0;1.0;7.0;1.0
125_contextual;Entretien 01 25.03.13 01_traitement_A;Sur une pierre noire utilisable en reliure, normalement, c'est une pierre de Bourgogne spéciale est utilisée. Et à l'atelier, j'ai le vieille peau de lze destinée pour faire ça. Je suis posée sur chaque pierre et avec ma main gauche, je vais tirer cette peau pour être sûre qu'elle ne soit pas repliée sur elle-même, parce que sinon, je risque qui l'entailler.;contextual;1.0;5.0;3.0;1.0;1.0;7.0;1.0
125_original;Entretien 01 25.03.13 01_traitement_A;Sur une pierre lisse qui en reliure, normalement, c'est une pierre de Bourgogne qui est utilisée. Et à l'atelier, j'ai une vieille pierre de lithographie pour faire ça. Je suis posée sur ma pierre et avec ma main gauche, je vais tirer la peau pour être sûre qu'elle ne soit pas repliée sur elle-même, parce que sinon, je risque de l'entailler.;original;1.0;5.0;3.0;1.0;1.0;7.0;1.0
125_swap;Entretien 01 25.03.13 01_traitement_A;Sur une pierre lisse qui en reliure, normalement c, ' est une pierre de Bourgogne qui est utilisée. Et à l ' atelier, j ' ai une pierre vieille de pour lithographie faire ça. Je suis posée sur ma pierre et avec ma main gauche je, vais tirer la peau pour être sûre qu ' elle ne soit pas sur repliée elle même -, parce que sinon, je risque de l ' entailler.;swap;1.0;5.0;3.0;1.0;1.0;7.0;1.0
125_translation;Entretien 01 25.03.13 01_traitement_A;Sur une pierre lisse, qui se compose habituellement d'une reliure, on utilise une pierre en Bourgogne, et dans l'atelier j'ai une vieille pierre lithographique pour le faire. Je suis posé sur ma pierre et avec ma main gauche je vais tirer la peau pour être sûr qu'elle ne sera pas pliée sur elle-même, sinon je pourrais l'endommager.;translation;1.0;5.0;3.0;1.0;1.0;7.0;1.0
126_contextual;Entretien 01 25.03.13 01_traitement_A;Je compense avec 8 doigts, que ca soit pouce vers index, ou alors doigt et majeur. Et entre l'espace bleu, avec sa main valide, j'entaille. ».;contextual;1.0;3.0;3.0;1.0;1.0;6.0;1.0
126_original;Entretien 01 25.03.13 01_traitement_A;Je tire avec mes doigts, que ce soit pouce et index, ou alors index et majeur. Et dans l'espace disponible, avec ma main droite, j'entaille. Voilà.;original;1.0;3.0;3.0;1.0;1.0;6.0;1.0
126_swap;Entretien 01 25.03.13 01_traitement_A;Je tire mes avec doigts, ce que soit pouce index et, ou index alors majeur et Et. dans l ' espace disponible, avec main ma, droite j ' Voilà entaille..;swap;1.0;3.0;3.0;1.0;1.0;6.0;1.0
126_translation;Entretien 01 25.03.13 01_traitement_A;Je tire avec mes doigts, que ce soit le pouce et l'index, ou l'index et le major, et dans la pièce disponible, je coupe avec ma main droite.;translation;1.0;3.0;3.0;1.0;1.0;6.0;1.0
127_contextual;Entretien 01 25.03.13 01_traitement_A;On a parlé de journée courte au tout début. Je pense que peut-être que ça aurait été pertinent que je mentionne puisque je ne peux pas travailler sans un fond personnalisé de type un entretien audio sur un podcast ou un truc comme cela, ou devant un film, ou même quelque soit...Il me faut un échange de paroles de même temps pour pouvoir échanger, parce que sinon, je ne pourrai pas me concentrer.;contextual;4.0;3.0;1.0;3.0;3.0;5.0;3.0
127_original;Entretien 01 25.03.13 01_traitement_A;On a parlé de journée type au tout début. Je pense que peut-être que ça aurait été intéressant que je mentionne que je ne peux pas travailler sans un fond sonore de type un entretien audio sur un podcast ou un truc comme ça, ou alors un film, ou alors quelque soit...Il me faut un échange de paroles en même temps pour pouvoir travailler, parce que sinon, je ne peux pas me concentrer.;original;4.0;3.0;1.0;3.0;3.0;5.0;3.0
127_swap;Entretien 01 25.03.13 01_traitement_A;On a parlé journée de type au tout début. Je pense que peut être - que ça aurait été intéressant que je mentionne que je ne peux travailler pas sans un sonore fond de un type entretien audio sur un podcast ou un truc comme ça, ou alors un film, ou quelque alors soit. .. Il faut me un échange de en paroles même temps pour pouvoir travailler, parce que sinon, ne je pas peux me concentrer.;swap;4.0;3.0;1.0;3.0;3.0;5.0;3.0
127_translation;Entretien 01 25.03.13 01_traitement_A;Je pense que ça aurait peut-être été intéressant si j'avais mentionné que je ne pouvais pas travailler sans fond sonore, si j'avais une conversation audio sur un podcast ou quelque chose comme ça, ou un film, ou... j'ai besoin d'un échange de texte en même temps pour travailler, sinon je ne peux pas me concentrer.;translation;4.0;3.0;1.0;3.0;3.0;5.0;3.0
128_contextual;Entretien 01 25.03.13 01_traitement_A;Vraiment, c' était amusant. Je ne travaille bien si elle n'ai seulement un fond audio à écouter. Ce qui fait qu'il y a des moments où je suis tout à fait centrée sur se que moi'écoute, mais d' intervalles où je suis concentrée sur ce que je fais mes mains.;contextual;1.0;2.0;2.0;1.0;1.0;6.0;1.0
128_original;Entretien 01 25.03.13 01_traitement_A;Vraiment, c'est impossible. Je ne travaille pas si je n'ai pas un fond audio à écouter. Ce qui fait qu'il y a des moments où je suis tout à fait concentrée sur ce que j'écoute, et d'autres où je suis concentrée sur ce que je fais mes mains.;original;1.0;2.0;2.0;1.0;1.0;6.0;1.0
128_swap;Entretien 01 25.03.13 01_traitement_A;Vraiment, c ' impossible est. Je ne travaille pas si je n ' ai pas fond un audio à écouter Ce. qui fait qu ' il y a moments des je où suis à tout fait sur concentrée ce que j ' écoute, et d ' autres où je suis concentrée sur ce je que fais mes mains.;swap;1.0;2.0;2.0;1.0;1.0;6.0;1.0
128_translation;Entretien 01 25.03.13 01_traitement_A;Je ne travaille pas si je n'ai pas de fond audio, ce qui me donne des moments où je me concentre entièrement sur ce que j'entends, et d'autres où je me concentre sur ce que je fais les mains.;translation;1.0;2.0;2.0;1.0;1.0;6.0;1.0
129_contextual;Entretien 01 25.03.13 01_traitement_A;Il en a une espèce de règle donc deux qui fait seulement si mon cerveau est au travail à âge d'écouter, mes mains peuvent agir. Elle en l'explique pas, c'est comme :, mais je ne suis pas sûre d'avoir la même capacité de concentration si je suis dans le silence total. Hop, je rembobine, je reviens à la mémoire.;contextual;7.0;1.0;1.0;1.0;1.0;7.0;4.0
129_original;Entretien 01 25.03.13 01_traitement_A;Il y a une espèce de correspondance des deux qui fait que si mon cerveau est au travail en train d'écouter, mes mains peuvent agir. Je ne l'explique pas, c'est comme ça, mais je ne suis pas sûre d'avoir la même capacité de concentration si je suis dans le silence total. Hop, je rembobine, je reviens à la question.;original;7.0;1.0;1.0;1.0;1.0;7.0;4.0
129_swap;Entretien 01 25.03.13 01_traitement_A;Il y a une espèce de correspondance des deux qui fait que si mon cerveau est au travail en train d écouter ', mes peuvent mains agir. Je ne l ' explique pas, c est ' comme ça, mais je suis ne pas sûre d ' avoir la capacité même de concentration si je suis dans silence le total. Hop, je rembobine, à je reviens la question.;swap;7.0;1.0;1.0;1.0;1.0;7.0;4.0
129_translation;Entretien 01 25.03.13 01_traitement_A;Il y a une sorte d'accord entre les deux qui fait que si mon cerveau écoute au travail, mes mains peuvent agir. Je ne l'explique pas, c'est comme ça, mais je ne suis pas sûr d'avoir la même capacité de concentration quand je suis en silence total.;translation;7.0;1.0;1.0;1.0;1.0;7.0;4.0
12_contextual;Entretien 01 24.10.03 02_traitement_A;Hier, à nouveau, on va faire plusieurs journées de travail en verre. D'une des façons, il va a des techniques type qui se mettent en place peut-être à plusieurs échelles de détails. On fait une semaine de coupe de ver.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0
12_original;Entretien 01 24.10.03 02_traitement_A;Après, à nouveau, on va faire plusieurs journées de coupe de verre. D'une certaine manière, il y a des journées type qui se mettent en place peut-être à des échelles de semaine. On fait une semaine de coupe de verre.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0
12_swap;Entretien 01 24.10.03 02_traitement_A;, après à nouveau, va on faire plusieurs journées de de coupe verre. D ' une manière certaine, y il a des journées type qui se mettent place en - peut être à des échelles semaine de. On fait une de semaine de coupe verre.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0
12_translation;Entretien 01 24.10.03 02_traitement_A;Ensuite, on refait quelques jours de coupe en verre, et il y a quelques jours typiques qui pourraient commencer par des directeurs de semaine.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0
130_contextual;Entretien 01 25.03.13 01_traitement_A;Est-ce la'il dépend des différents moments auxquels je suis toujours concentrée que d'autres vers Je suppose que Dieu'est des moments comme de m' être automatique.;contextual;1.0;1.0;1.0;1.0;2.0;1.0;1.0
130_original;Entretien 01 25.03.13 01_traitement_A;Est-ce qu'il y a des moments où je suis plus concentrée que d'autres ? Je suppose que c'est des moments comme de l'écriture automatique.;original;1.0;1.0;1.0;1.0;2.0;1.0;1.0
130_swap;Entretien 01 25.03.13 01_traitement_A;- est ' ce qu il y a des où moments suis je plus concentrée que ' d? autres Je suppose que c ' est des moments de l comme écriture ' automatique.;swap;1.0;1.0;1.0;1.0;2.0;1.0;1.0
130_translation;Entretien 01 25.03.13 01_traitement_A;Y a-t-il des moments où je suis plus concentré que les autres ? Je suppose que ce sont des moments comme l'écriture automatique.;translation;1.0;1.0;1.0;1.0;2.0;1.0;1.0
131_contextual;Entretien 01 25.03.13 01_traitement_A;Oui.Il y a notamment ce geste sur la parure des coiffes, surtout quand c'est répétitif. Tu faut savoir concentré sur ce qui se passe pendant la fabrication, parce qu'en plus les cuirs que réagissent pas tous de le même manière.;contextual;;;;;;;
131_original;Entretien 01 25.03.13 01_traitement_A;Oui. Il y a notamment ce geste de la parure des coiffes, même si c'est répétitif. Il faut être concentré sur ce qui se passe dans la peau, parce qu'en plus les cuirs ne réagissent pas tous de la même manière.;original;;;;;;;
131_swap;Entretien 01 25.03.13 01_traitement_A;Oui. Il y a notamment ce geste de la coiffes parure des, si même c ' est répétitif. Il faut concentré être sur ce qui se passe dans la peau, parce ' qu plus les en cuirs ne pas réagissent tous de la même manière.;swap;;;;;;;
131_translation;Entretien 01 25.03.13 01_traitement_A;Oui, il y a surtout ce geste de coiffure des cheveux, même s'il se répète. Il faut se concentrer sur ce qui se passe dans la peau, car en plus, tous les cuirs ne réagissent pas de la même manière.;translation;;;;;;;
132_contextual;Entretien 01 25.03.13 01_traitement_A;Il y mieux être assez précis. Après, il y à certains moments importants le temps d'une reliure où c'est un passage sur machine. Par exemple, une plaquette.;contextual;1.0;3.0;1.0;1.0;1.0;5.0;1.0
132_original;Entretien 01 25.03.13 01_traitement_A;Il vaut mieux être assez concentré. Après, il y a des moments dans le montage d'une reliure où c'est un peu plus machinal. Par exemple, une couture.;original;1.0;3.0;1.0;1.0;1.0;5.0;1.0
132_swap;Entretien 01 25.03.13 01_traitement_A;Vaut mieux il être assez concentré. Après il, y des a moments dans le montage d ' une où reliure c ' est peu un plus machinal. Par exemple, une couture.;swap;1.0;3.0;1.0;1.0;1.0;5.0;1.0
132_translation;Entretien 01 25.03.13 01_traitement_A;Puis il y a des moments dans l'assemblage d'un broyeur où c'est un peu plus machineal. Par exemple, une couture.;translation;1.0;3.0;1.0;1.0;1.0;5.0;1.0
133_contextual;Entretien 01 25.03.13 01_traitement_A;"Assembler c cahiers les un directement avec les autres, c'est eux à je je souhaite vraiment chaque hiver ;). Ça ne me préoccupe plus.";contextual;1.0;3.0;5.0;4.0;1.0;9.0;1.0
133_original;Entretien 01 25.03.13 01_traitement_A;Assembler les cahiers les uns avec les autres, c'est quelque chose que je fais vraiment comme ça maintenant. Ça ne me préoccupe plus.;original;1.0;3.0;5.0;4.0;1.0;9.0;1.0
133_swap;Entretien 01 25.03.13 01_traitement_A;Assembler les cahiers uns les avec autres les, c ' quelque est que fais chose je vraiment comme maintenant ça. ne Ça préoccupe me plus.;swap;1.0;3.0;5.0;4.0;1.0;9.0;1.0
133_translation;Entretien 01 25.03.13 01_traitement_A;L'assemblage de livres avec d'autres, c'est ce que je fais maintenant.;translation;1.0;3.0;5.0;4.0;1.0;9.0;1.0
134_contextual;Entretien 01 25.03.13 01_traitement_A;J'essaie de réfléchir. Je dirais qu'au début, quand j'entame mon ouvrage, je suis devenue semblable a celle que je fais. Je suis très attentive à ce qu je fais parce qu justement, je fais chaque rencontre chez mon cuirautre part.;contextual;10.0;8.0;8.0;8.0;8.0;8.0;8.0
134_original;Entretien 01 25.03.13 01_traitement_A;J'essaie de réfléchir. Je dirais qu'au début, quand j'entame mon geste, je suis assez attentive à ce que je fais. Je suis très attentive à ce que je fais parce que justement, je fais la rencontre de mon cuir quelque part.;original;10.0;8.0;8.0;8.0;8.0;8.0;8.0
134_swap;Entretien 01 25.03.13 01_traitement_A;J ' essaie réfléchir de. Je dirais qu ' au début, quand j ' entame mon, geste je assez attentive suis à ce que je. fais Je suis très à attentive ce que je parce fais que justement, je fais la rencontre de mon quelque cuir part.;swap;10.0;8.0;8.0;8.0;8.0;8.0;8.0
134_translation;Entretien 01 25.03.13 01_traitement_A;Je dirais que si j'obtiens mon geste, je serai très attentif à ce que je fais. Je fais très attention à ce que je fais parce que je rencontre mon cuir quelque part.;translation;10.0;8.0;8.0;8.0;8.0;8.0;8.0
135_contextual;Entretien 01 25.03.13 01_traitement_A;"Je vais regarder tout de suite s'il paraît réticent ; s'il se laisse faire, si çà va bien leur passer ou si ça va mal se passer. S'il me résiste trop, il va falloir que lui redouble d'attention sur l'ensemble du processus. Et s'il se laisse mal faire aussi, il va falloir que je sois attentive : ne pas me laisser embarqueeffrayer de l'autre côté, à me pas me dire que ça va se passer trop bien.";contextual;8.0;5.0;2.0;5.0;6.0;5.0;5.0
135_original;Entretien 01 25.03.13 01_traitement_A;Je vais voir tout de suite s'il est réticent ou s'il se laisse faire, si ça va bien se passer ou si ça va mal se passer. S'il me résiste trop, il va falloir que je redouble d'attention sur l'ensemble du processus. Et s'il se laisse trop faire aussi, il va falloir que je sois attentive à ne pas me laisser embarquer de l'autre côté, à ne pas me dire que ça va se passer trop bien.;original;8.0;5.0;2.0;5.0;6.0;5.0;5.0
135_swap;Entretien 01 25.03.13 01_traitement_A;Je vais voir tout de suite s ' il réticent est ou s ' se il laisse faire, si ça va bien se passer ou si mal ça va se passer S. ' me il résiste trop, il falloir va que je redouble d ' attention sur l ' ensemble du processus. Et s ' se il laisse trop aussi faire, il va falloir que je sois attentive à pas ne me laisser embarquer de l ' autre côté, à ne pas me dire que ça va se passer trop bien.;swap;8.0;5.0;2.0;5.0;6.0;5.0;5.0
135_translation;Entretien 01 25.03.13 01_traitement_A;Je vais immédiatement vérifier s'il est hésitant ou s'il peut se permettre de le faire, s'il va bien ou s'il va mal. S'il me résiste trop, je dois revoir l'ensemble du processus, et s'il fait trop d'efforts, je dois veiller à ne pas me laisser traîner de l'autre côté et ne pas dire que ça va trop bien.;translation;8.0;5.0;2.0;5.0;6.0;5.0;5.0
136_contextual;Entretien 01 25.03.13 01_traitement_A;Non c' a vrai j'au tout début, ça crois que j' aurais une attention de bouton souris. Qu'est-ce qui se passe ? J'observe donc je définis du comportement en fonction du reste.;contextual;5.0;4.0;1.0;4.0;5.0;6.0;3.0
136_original;Entretien 01 25.03.13 01_traitement_A;Mais c'est vrai qu'au tout début, je pense que j'ai une attention de la rencontre. Qu'est-ce qui se passe ? J'observe et je définis mon comportement en fonction du reste.;original;5.0;4.0;1.0;4.0;5.0;6.0;3.0
136_swap;Entretien 01 25.03.13 01_traitement_A;Mais c ' est vrai qu au ' début tout, je pense que j ' une ai attention de la rencontre. Qu est ' - ce qui passe se? J ' observe et définis mon comportement je en fonction du reste.;swap;5.0;4.0;1.0;4.0;5.0;6.0;3.0
136_translation;Entretien 01 25.03.13 01_traitement_A;Mais c'est vrai que dès le début, j'ai l'attention de la réunion, que se passe-t-il ?;translation;5.0;4.0;1.0;4.0;5.0;6.0;3.0
137_contextual;Entretien 01 25.03.13 01_traitement_A;Une fois que notre comportement est défini, a' toujours extrêmement dur.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0
137_original;Entretien 01 25.03.13 01_traitement_A;Une fois que le comportement est défini, c'est plus mécanique.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0
137_swap;Entretien 01 25.03.13 01_traitement_A;Fois que une le comportement est défini, ' c est plus mécanique.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0
137_translation;Entretien 01 25.03.13 01_traitement_A;Une fois le comportement défini, c'est plus mécanique.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0
138_contextual;Entretien 01 25.03.13 01_traitement_A;j'est comme exercice plutôt simple.;contextual;1.0;1.0;1.0;1.0;1.0;1.0;9.0
138_original;Entretien 01 25.03.13 01_traitement_A;C'est un exercice plutôt compliqué.;original;1.0;1.0;1.0;1.0;1.0;1.0;9.0
138_swap;Entretien 01 25.03.13 01_traitement_A;C ' est exercice un plutôt compliqué.;swap;1.0;1.0;1.0;1.0;1.0;1.0;9.0
138_translation;Entretien 01 25.03.13 01_traitement_A;C'est un exercice assez compliqué.;translation;1.0;1.0;1.0;1.0;1.0;1.0;9.0
139_contextual;Entretien 01 25.03.13 01_traitement_A;Le cœur, c'est de cette chair, c'est de vraie peau. C' devient un drôle d' exercice pour moi. Déjà, une petite respiration, vu que c'est ce qui se passe en fait, on tire bien.;contextual;5.0;5.0;1.0;6.0;1.0;1.0;6.0
139_original;Entretien 01 25.03.13 01_traitement_A;Le matériau, c'est de la chair, c'est de la peau. C'est un drôle d'exercice pour moi. Déjà, une grande tension, parce que c'est ce qui se passe en premier, on tire dessus.;original;5.0;5.0;1.0;6.0;1.0;1.0;6.0
139_swap;Entretien 01 25.03.13 01_traitement_A;Le matériau, ' c est de la chair, ' c est de la peau. C est ' un d drôle ' exercice pour moi. Déjà une, grande tension, parce c que ' se est ce qui passe premier en, on tire dessus.;swap;5.0;5.0;1.0;6.0;1.0;1.0;6.0
139_translation;Entretien 01 25.03.13 01_traitement_A;C'est de la viande, c'est de la peau, c'est un exercice bizarre pour moi.;translation;5.0;5.0;1.0;6.0;1.0;1.0;6.0
13_contextual;Entretien 01 24.10.03 02_traitement_A;Après, elle va passer une semaine sous formation. On devrait repeindre mes jantes. Après, ça va être le sertissage.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0
13_original;Entretien 01 24.10.03 02_traitement_A;Après, on va faire une semaine de peinture. On va peindre ces pièces. Après, ça va être le sertissage.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0
13_swap;Entretien 01 24.10.03 02_traitement_A;Après, on va faire une semaine peinture de. peindre va On ces. Après pièces, ça va être le sertissage.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0
13_translation;Entretien 01 24.10.03 02_traitement_A;On va faire une semaine de peinture, peindre ces morceaux, et ce sera les bâtons.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0
140_contextual;Entretien 01 25.03.13 01_traitement_A;On est tiré, on va faire au passif. Il est tiré vite grand plus possible sur la zone qui va être coupée. Et après, il y y les bâton collant matière qui partent petit et petit comme s'ils restaient épluchés quelque part.;contextual;1.0;1.0;1.0;1.0;7.0;3.0;1.0
140_original;Entretien 01 25.03.13 01_traitement_A;Il est tiré, on va passer au passif. Il est tiré vraiment le plus possible sur la zone qui va être coupée. Et après, il y a des morceaux de matière qui partent petit à petit comme s'ils étaient épluchés quelque part.;original;1.0;1.0;1.0;1.0;7.0;3.0;1.0
140_swap;Entretien 01 25.03.13 01_traitement_A;Il est tiré va, on passer au passif. Il est tiré le vraiment plus sur possible zone la qui va coupée être. Et après, il a y morceaux des matière de qui partent petit à petit s comme ' ils étaient épluchés quelque part.;swap;1.0;1.0;1.0;1.0;7.0;3.0;1.0
140_translation;Entretien 01 25.03.13 01_traitement_A;Il est tiré, nous allons sur les passifs, il est vraiment tiré aussi loin que possible sur la zone coupée, et puis il y a des morceaux de matière qui disparaissent progressivement, comme s'ils étaient pompés quelque part.;translation;1.0;1.0;1.0;1.0;7.0;3.0;1.0
141_contextual;Entretien 01 25.03.13 01_traitement_A;Sauf qu' elles n' aucun a de cette couche. Là g' ai vraiment coupé gros à petit. Je ne crois pas si je dois faire mieux.;contextual;1.0;1.0;1.0;1.0;1.0;5.0;4.0
141_original;Entretien 01 25.03.13 01_traitement_A;Sauf qu'il n'y a pas de couche. Et c'est vraiment coupé petit à petit. Je ne sais pas si je peux faire mieux.;original;1.0;1.0;1.0;1.0;1.0;5.0;4.0
141_swap;Entretien 01 25.03.13 01_traitement_A;Sauf qu ' il n ' y pas de a. couche Et ' c vraiment est coupé à petit petit. ne Je si sais pas je faire peux mieux.;swap;1.0;1.0;1.0;1.0;1.0;5.0;4.0
141_translation;Entretien 01 25.03.13 01_traitement_A;Sauf qu'il n'y a pas de couche, et c'est vraiment peu à peu coupé, je ne sais pas si je peux faire mieux.;translation;1.0;1.0;1.0;1.0;1.0;5.0;4.0
