id;filename;text;augmentation_type;intimité;fertilité du language;fluidité;émotions;imaginaire; expert;Vulnerable;difficulté verbalisation
11_swap;Entretien 01 24.10.03 02_traitement_A;Plusieurs pendant jours, va faire on des. tracés Ensuite, on va découper calibres les. Après va on se pour servir ces calibres les couper pièces de verre.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
11_translation;Entretien 01 24.10.03 02_traitement_A;On coupe les calibres et on coupe les pièces en verre.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
120_contextual;Entretien 01 25.03.13 01_traitement_A;C' vraiment une option qui fonctionne sur moi en tout cas. Ce qui se passe avec les lame, c'est que petit à petit, je la couche. Je fais mon premier passage où j'ai le haut de notre tête qui est relevé et j'ent tiens vraiment un tout de coup la peau.;contextual;5.0;5.0;1.0;1.0;1.0;7.0;1.0;1
120_original;Entretien 01 25.03.13 01_traitement_A;C'est une logique qui fonctionne pour moi en tout cas. Ce qui se passe avec ma lame, c'est que petit à petit, je la couche. Je fais un premier passage où j'ai le haut de la lame qui est relevé et j'entame vraiment un tout petit peu la peau.;original;5.0;5.0;1.0;1.0;1.0;7.0;1.0;1
120_swap;Entretien 01 25.03.13 01_traitement_A;C ' est une logique qui fonctionne pour moi tout en cas. qui Ce se avec ma passe lame, c ' est que petit à petit, la je couche. Je fais un premier passage j où ai ' le haut la de qui lame relevé est et j ' entame vraiment un tout petit peu la peau.;swap;5.0;5.0;1.0;1.0;1.0;7.0;1.0;1
120_translation;Entretien 01 25.03.13 01_traitement_A;C'est une logique qui fonctionne pour moi. Ce qui arrive à ma lame, c'est que je la mets petit à petit. Je fais un premier passage où j'ai le dessus de la lame qui est soulevée et j'embrasse vraiment un peu la peau.;translation;5.0;5.0;1.0;1.0;1.0;7.0;1.0;1
121_contextual;Entretien 01 25.03.13 01_traitement_A;Ensuite, je reviens une deuxième fois et j'entame un tout petit peu plus loin. Et petit à petit, je suis mes horseau. Ce que j' imagine bien raconter par mes chats, puisque' est ça c'est comme si je terrais une plage.;contextual;5.0;5.0;4.0;1.0;7.0;7.0;1.0;1
121_original;Entretien 01 25.03.13 01_traitement_A;Ensuite, je reviens une deuxième fois et j'entame un tout petit peu plus loin. Et petit à petit, je dessine le biseau. Ce que j'aime bien raconter avec mes élèves, c'est que c'est comme si je terrassais une plage.;original;5.0;5.0;4.0;1.0;7.0;7.0;1.0;1
121_swap;Entretien 01 25.03.13 01_traitement_A;Ensuite, je reviens une fois deuxième j et ' entame tout un petit peu plus loin. Et petit petit je à, dessine le biseau. que Ce j ' bien raconter aime avec mes élèves, c ' est que c ' est comme si je une terrassais plage.;swap;5.0;5.0;4.0;1.0;7.0;7.0;1.0;1
121_translation;Entretien 01 25.03.13 01_traitement_A;Puis je reviens une seconde fois et j'essaie d'aller un peu plus loin, et je commence à dessiner les kippers. Ce que j'aimerais dire à mes élèves, c'est que c'est que j'ai l'impression de terrasser une plage.;translation;5.0;5.0;4.0;1.0;7.0;7.0;1.0;1
122_contextual;Entretien 01 25.03.13 01_traitement_A;La plage était décoré d' une amas éparpill trucs et que petit à lentement, j' allée planter d'abord au bord de l'eau une épaisseur de cuir. Puis petit à petit, j'allais remonter jusqu'à le peux loin possible pour avoir une zone la plus égale possible qui descend tout doucement vers l'eau. Pour ça, petit à petit, j'incline ma chaise pour à travailler à l'endroit qui m'intéresse.;contextual;5.0;4.0;5.0;1.0;7.0;7.0;1.0;1
122_original;Entretien 01 25.03.13 01_traitement_A;La plage était constituée d'un amas de trucs et que petit à petit, j'allais retirer d'abord au bord de l'eau une épaisseur de cuir. Puis petit à petit, j'allais remonter jusqu'à le plus loin possible pour avoir une zone la plus égale possible qui descend tout doucement vers l'eau. Et ça, petit à petit, j'incline ma lame pour pouvoir travailler à l'endroit qui m'intéresse.;original;5.0;4.0;5.0;1.0;7.0;7.0;1.0;1
122_swap;Entretien 01 25.03.13 01_traitement_A;Plage la était constituée d ' un amas de trucs et que petit à petit, j ' allais retirer d ' abord au bord de l ' eau une épaisseur de cuir. Puis petit à petit, j ' remonter allais jusqu ' le à loin plus possible pour avoir une la zone plus égale qui possible descend tout vers l doucement ' eau. Et ça, petit à petit j, ' incline ma lame pour pouvoir travailler à l ' endroit m qui ' intéresse.;swap;5.0;4.0;5.0;1.0;7.0;7.0;1.0;1
122_translation;Entretien 01 25.03.13 01_traitement_A;La plage se composait d'une pléthore de choses, et peu à peu, je voulais d'abord retirer une épaisseur de cuir sur l'eau, puis j'ai voulu aller petit à petit jusqu'au sommet pour avoir une zone aussi uniforme que possible qui descend lentement dans l'eau. Et peu à peu, je fléchis ma lame pour pouvoir travailler à l'endroit qui m'intéressait.;translation;5.0;4.0;5.0;1.0;7.0;7.0;1.0;1
123_contextual;Entretien 01 25.03.13 01_traitement_A;Et pour incliner ma lame, c'est un jeu de pression de la main vraiment quasiment très près su fil de la lame en pouvoir attaquer son cuir là où ça m'intéresse. Parce que ce qu'on retire de cuir, c'est surtout des petites petites pellicules. On y va petits à petit pour bien sûr des ne pas couper trop loin, de ne pas casser la peau et tout etc.;contextual;5.0;7.0;5.0;1.0;1.0;7.0;3.0;1
123_original;Entretien 01 25.03.13 01_traitement_A;Et pour incliner ma lame, c'est un jeu de pression de la main vraiment quasiment très près du fil de la lame pour pouvoir attaquer le cuir là où ça m'intéresse. Parce que ce qu'on retire de cuir, c'est vraiment des toutes petites pellicules. On y va petit à petit pour être sûr de ne pas couper trop loin, de ne pas entamer la peau et tout ça.;original;5.0;7.0;5.0;1.0;1.0;7.0;3.0;1
123_swap;Entretien 01 25.03.13 01_traitement_A;Et pour incliner ma lame, c ' est un jeu pression de de la vraiment main quasiment près très du fil de la lame pour pouvoir attaquer le cuir là où ça m ' intéresse Parce. que ce qu ' retire on de cuir, ' c est vraiment des toutes pellicules petites. On y va à petit petit être pour sûr de ne pas couper trop loin, de ne pas la entamer peau et tout ça.;swap;5.0;7.0;5.0;1.0;1.0;7.0;3.0;1
123_translation;Entretien 01 25.03.13 01_traitement_A;Et pour renverser ma lame, c'est un jeu d'impression de la main qui est presque aussi près du fil du couteau pour pouvoir attaquer le cuir où ça m'intéresse, parce que ce que vous tirez de cuir est vraiment de petites écailles.;translation;5.0;7.0;5.0;1.0;1.0;7.0;3.0;1
124_contextual;Entretien 01 25.03.13 01_traitement_A;Ce que je n'ai pas décrit aussi, c'est le support sur lequel je planche malgré tout ça. Je travaille avec un lame d'é vieuxage. Pour moi, c' été du scalpel, mais ça peut aussi une lame de' àlagage.;contextual;5.0;5.0;1.0;1.0;1.0;7.0;1.0;1
124_original;Entretien 01 25.03.13 01_traitement_A;Ce que je n'ai pas décrit aussi, c'est le support sur lequel je travaille pour faire ça. Je travaille avec une lame d'élagage. Pour moi, c'est un scalpel, mais ça peut être une lame d'élagage.;original;5.0;5.0;1.0;1.0;1.0;7.0;1.0;1
124_swap;Entretien 01 25.03.13 01_traitement_A;Ce que n je ' ai pas aussi décrit c, ' le est sur support lequel travaille je pour faire ça. Je travaille avec une lame d ' élagage. Pour moi, c ' est scalpel un, mais ça être une lame peut d ' élagage.;swap;5.0;5.0;1.0;1.0;1.0;7.0;1.0;1
124_translation;Entretien 01 25.03.13 01_traitement_A;Ce que je n'ai pas décrit, c'est le support sur lequel je travaille pour le faire. Je travaille avec une coupe. Pour moi, c'est un scalpel, mais c'est peut-être une coupe.;translation;5.0;5.0;1.0;1.0;1.0;7.0;1.0;1
125_contextual;Entretien 01 25.03.13 01_traitement_A;Par une pierre lisse qui en reste, normalement, c'est une pierre de Bourgogne on est utilisée. Et à l'atelier, j'ai une vieille pierre de lithographie pour faire ainsi. Je suis posée sur ma pierre et avec ma main courante, je serre directement sur peau pour être sûre qu'elle en soit presque repliée sur elle-même, parce que sinon, je risque de l'entailler.;contextual;5.0;5.0;3.0;1.0;1.0;7.0;1.0;1
125_original;Entretien 01 25.03.13 01_traitement_A;Sur une pierre lisse qui en reliure, normalement, c'est une pierre de Bourgogne qui est utilisée. Et à l'atelier, j'ai une vieille pierre de lithographie pour faire ça. Je suis posée sur ma pierre et avec ma main gauche, je vais tirer la peau pour être sûre qu'elle ne soit pas repliée sur elle-même, parce que sinon, je risque de l'entailler.;original;5.0;5.0;3.0;1.0;1.0;7.0;1.0;1
125_swap;Entretien 01 25.03.13 01_traitement_A;Sur une pierre lisse qui en reliure, normalement, c ' est une pierre de Bourgogne qui est utilisée. Et à l atelier ', j ai ' une vieille pierre de lithographie faire pour. ça Je suis posée sur pierre ma et avec main ma gauche, je vais tirer la peau pour être sûre qu ' elle ne pas soit repliée sur - elle même, parce sinon que, risque je de l ' entailler.;swap;5.0;5.0;3.0;1.0;1.0;7.0;1.0;1
125_translation;Entretien 01 25.03.13 01_traitement_A;Sur une pierre lisse, qui se compose habituellement d'une reliure, on utilise une pierre en Bourgogne, et dans l'atelier j'ai une vieille pierre lithographique pour le faire. Je suis posé sur ma pierre et avec ma main gauche je vais tirer la peau pour être sûr qu'elle ne sera pas pliée sur elle-même, sinon je pourrais l'endommager.;translation;5.0;5.0;3.0;1.0;1.0;7.0;1.0;1
126_contextual;Entretien 01 25.03.13 01_traitement_A;Je tire à mes doigts, que ce pour pouce et index, ou alors majeur et majeur. Et je m'espace disponible, de un main droite, e' e fais. Voilà.;contextual;5.0;3.0;3.0;1.0;1.0;6.0;1.0;1
126_original;Entretien 01 25.03.13 01_traitement_A;Je tire avec mes doigts, que ce soit pouce et index, ou alors index et majeur. Et dans l'espace disponible, avec ma main droite, j'entaille. Voilà.;original;5.0;3.0;3.0;1.0;1.0;6.0;1.0;1
126_swap;Entretien 01 25.03.13 01_traitement_A;Tire je avec mes doigts que, ce soit pouce et index, alors ou index majeur et. dans Et l ' espace disponible avec, ma main, droite j entaille '. Voilà.;swap;5.0;3.0;3.0;1.0;1.0;6.0;1.0;1
126_translation;Entretien 01 25.03.13 01_traitement_A;Je tire avec mes doigts, que ce soit le pouce et l'index, ou l'index et le major, et dans la pièce disponible, je coupe avec ma main droite.;translation;5.0;3.0;3.0;1.0;1.0;6.0;1.0;1
127_contextual;Entretien 01 25.03.13 01_traitement_A;On a parlé de journée type au tout début. Harry pense que peut-être qu Dieu aurait été intéressant que je mentionne que je ne peux donc travailler sans un fond sonore de type un entretien audio sur un CD ou un truc comme ça, ou alors un film, ou alors quelque soit :Il me faut un échange de paroles une même heure avant pouvoir travailler, parce que ça, je ne peux pas me concentrer.;contextual;5.0;3.0;1.0;3.0;3.0;5.0;3.0;1
127_original;Entretien 01 25.03.13 01_traitement_A;On a parlé de journée type au tout début. Je pense que peut-être que ça aurait été intéressant que je mentionne que je ne peux pas travailler sans un fond sonore de type un entretien audio sur un podcast ou un truc comme ça, ou alors un film, ou alors quelque soit...Il me faut un échange de paroles en même temps pour pouvoir travailler, parce que sinon, je ne peux pas me concentrer.;original;5.0;3.0;1.0;3.0;3.0;5.0;3.0;1
127_swap;Entretien 01 25.03.13 01_traitement_A;On a parlé de journée type au tout. début Je que pense peut - être que ça aurait été intéressant que je mentionne que je ne peux pas travailler sans un sonore fond de type audio un sur entretien un podcast ou un truc ça comme, ou film alors un, ou alors quelque soit. .. Il me faut un échange de paroles en même temps pour pouvoir travailler, parce que sinon, je ne pas peux me concentrer.;swap;5.0;3.0;1.0;3.0;3.0;5.0;3.0;1
127_translation;Entretien 01 25.03.13 01_traitement_A;Je pense que ça aurait peut-être été intéressant si j'avais mentionné que je ne pouvais pas travailler sans fond sonore, si j'avais une conversation audio sur un podcast ou quelque chose comme ça, ou un film, ou... j'ai besoin d'un échange de texte en même temps pour travailler, sinon je ne peux pas me concentrer.;translation;5.0;3.0;1.0;3.0;3.0;5.0;3.0;1
128_contextual;Entretien 01 25.03.13 01_traitement_A;Vraiment, ce'est impossible. Je ne travaille pas où je n'ai pas un fond audio à écouter. Ce qui fait qu' Il a a différentes personnes où je suis tout à la concentrée sur mais que l'écoute, ou d'autres où je suis concentrée sur ce que je fais mes mains.;contextual;5.0;2.0;2.0;1.0;1.0;6.0;1.0;1
128_original;Entretien 01 25.03.13 01_traitement_A;Vraiment, c'est impossible. Je ne travaille pas si je n'ai pas un fond audio à écouter. Ce qui fait qu'il y a des moments où je suis tout à fait concentrée sur ce que j'écoute, et d'autres où je suis concentrée sur ce que je fais mes mains.;original;5.0;2.0;2.0;1.0;1.0;6.0;1.0;1
128_swap;Entretien 01 25.03.13 01_traitement_A;Vraiment, c ' est impossible. Je ne travaille pas si je n ' ai un pas fond à audio écouter. Ce fait qui qu ' y il a des moments où je tout suis à fait concentrée sur ce que j ' écoute, et d ' où autres suis concentrée je sur que ce fais je mes mains.;swap;5.0;2.0;2.0;1.0;1.0;6.0;1.0;1
128_translation;Entretien 01 25.03.13 01_traitement_A;Je ne travaille pas si je n'ai pas de fond audio, ce qui me donne des moments où je me concentre entièrement sur ce que j'entends, et d'autres où je me concentre sur ce que je fais les mains.;translation;5.0;2.0;2.0;1.0;1.0;6.0;1.0;1
129_contextual;Entretien 01 25.03.13 01_traitement_A;Il y a une sorte de correspondance des deux qui fait ke si mon cerveau est au travail à train d'écouter, mes mains vont agir. Je n l'explique pas, c'est comme ça, mais je ne reste plus sûre d' posséder la même capacité de concentration / je suis dans le désordre total. Hop, je rembobine, je reviens à la question.;contextual;5.0;1.0;1.0;1.0;1.0;7.0;4.0;1
129_original;Entretien 01 25.03.13 01_traitement_A;Il y a une espèce de correspondance des deux qui fait que si mon cerveau est au travail en train d'écouter, mes mains peuvent agir. Je ne l'explique pas, c'est comme ça, mais je ne suis pas sûre d'avoir la même capacité de concentration si je suis dans le silence total. Hop, je rembobine, je reviens à la question.;original;5.0;1.0;1.0;1.0;1.0;7.0;4.0;1
129_swap;Entretien 01 25.03.13 01_traitement_A;Y il a une espèce de correspondance des deux qui fait que si cerveau mon est travail au en train d ' écouter, mains mes peuvent agir. Je ne l ' explique pas, c ' comme est ça, mais ne je suis sûre pas d ' avoir la même capacité de concentration si je suis dans silence le total. Hop, je rembobine, je reviens à la question.;swap;5.0;1.0;1.0;1.0;1.0;7.0;4.0;1
129_translation;Entretien 01 25.03.13 01_traitement_A;Il y a une sorte d'accord entre les deux qui fait que si mon cerveau écoute au travail, mes mains peuvent agir. Je ne l'explique pas, c'est comme ça, mais je ne suis pas sûr d'avoir la même capacité de concentration quand je suis en silence total.;translation;5.0;1.0;1.0;1.0;1.0;7.0;4.0;1
12_contextual;Entretien 01 24.10.03 02_traitement_A;Après, à nouveau, on va reprendre les ateliers que préparation de verre. En' I certaine manière, il y a des journées type qui me mettent une place peut-être à des échelles de données. On fait une semaine de coupe de verre.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
12_original;Entretien 01 24.10.03 02_traitement_A;Après, à nouveau, on va faire plusieurs journées de coupe de verre. D'une certaine manière, il y a des journées type qui se mettent en place peut-être à des échelles de semaine. On fait une semaine de coupe de verre.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
12_swap;Entretien 01 24.10.03 02_traitement_A;Après, nouveau à, va on plusieurs faire de journées de coupe verre. D ' une manière certaine, il y a des journées type qui mettent se en peut place être - à des échelles de semaine. On fait semaine une de coupe de verre.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
12_translation;Entretien 01 24.10.03 02_traitement_A;Ensuite, on refait quelques jours de coupe en verre, et il y a quelques jours typiques qui pourraient commencer par des directeurs de semaine.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
130_contextual;Entretien 01 25.03.13 01_traitement_A;Est- - qu' i y a des moments auquel je suis aussi concentrée que d'autres  Je suppose dont it'est des événements comme de l'  mais.;contextual;5.0;1.0;1.0;1.0;2.0;1.0;1.0;1
130_original;Entretien 01 25.03.13 01_traitement_A;Est-ce qu'il y a des moments où je suis plus concentrée que d'autres ? Je suppose que c'est des moments comme de l'écriture automatique.;original;5.0;1.0;1.0;1.0;2.0;1.0;1.0;1
130_swap;Entretien 01 25.03.13 01_traitement_A;Est - ce ' qu il y a des moments où je suis plus concentrée d que ' autres? Je que suppose c ' des est moments comme de l écriture automatique '.;swap;5.0;1.0;1.0;1.0;2.0;1.0;1.0;1
130_translation;Entretien 01 25.03.13 01_traitement_A;Y a-t-il des moments où je suis plus concentré que les autres ? Je suppose que ce sont des moments comme l'écriture automatique.;translation;5.0;1.0;1.0;1.0;2.0;1.0;1.0;1
131_contextual;Entretien 01 25.03.13 01_traitement_A;Oui. Il y a notamment ce geste de r parure des oiseaux..., même si c'est répétitif. Il faut garder concentré sur ce ça se développe en la peau, parce qu'en réalité les cuirs ne réagissent par tous de la mm manière.;contextual;;;;;;;;1
131_original;Entretien 01 25.03.13 01_traitement_A;Oui. Il y a notamment ce geste de la parure des coiffes, même si c'est répétitif. Il faut être concentré sur ce qui se passe dans la peau, parce qu'en plus les cuirs ne réagissent pas tous de la même manière.;original;;;;;;;;1
131_swap;Entretien 01 25.03.13 01_traitement_A;. Il oui y a notamment ce de geste parure la coiffes des, même si c ' est répétitif. Il faut concentré être sur ce qui passe se dans la peau parce, qu ' en plus les cuirs ne réagissent pas de tous même la manière.;swap;;;;;;;;1
131_translation;Entretien 01 25.03.13 01_traitement_A;Oui, il y a surtout ce geste de coiffure des cheveux, même s'il se répète. Il faut se concentrer sur ce qui se passe dans la peau, car en plus, tous les cuirs ne réagissent pas de la même manière.;translation;;;;;;;;1
132_contextual;Entretien 01 25.03.13 01_traitement_A;Mais vaut mieux paraître extrêmement productif. Après, il y a des moments pendant chaque montage d' ob reliure où c' importe le peu plus machinal. Part exemple, une couture.;contextual;1.0;3.0;1.0;1.0;1.0;5.0;1.0;1
132_original;Entretien 01 25.03.13 01_traitement_A;Il vaut mieux être assez concentré. Après, il y a des moments dans le montage d'une reliure où c'est un peu plus machinal. Par exemple, une couture.;original;1.0;3.0;1.0;1.0;1.0;5.0;1.0;1
132_swap;Entretien 01 25.03.13 01_traitement_A;Vaut il être mieux concentré assez. Après il, y a moments des dans le montage ' d une reliure c ' où est peu un plus machinal. Par exemple une, couture.;swap;1.0;3.0;1.0;1.0;1.0;5.0;1.0;1
132_translation;Entretien 01 25.03.13 01_traitement_A;Puis il y a des moments dans l'assemblage d'un broyeur où c'est un peu plus machineal. Par exemple, une couture.;translation;1.0;3.0;1.0;1.0;1.0;5.0;1.0;1
133_contextual;Entretien 01 25.03.13 01_traitement_A;-er les bijoux un deuxs avec les autres, c' ‘ quelque chose lequel je fais vraiment comme art maintenant. Ça ni me préoccupe rien.;contextual;1.0;3.0;5.0;4.0;1.0;9.0;1.0;1
133_original;Entretien 01 25.03.13 01_traitement_A;Assembler les cahiers les uns avec les autres, c'est quelque chose que je fais vraiment comme ça maintenant. Ça ne me préoccupe plus.;original;1.0;3.0;5.0;4.0;1.0;9.0;1.0;1
133_swap;Entretien 01 25.03.13 01_traitement_A;Les assembler les cahiers avec uns les autres, ' c quelque chose est que je fais comme vraiment maintenant ça. Ça me ne préoccupe plus.;swap;1.0;3.0;5.0;4.0;1.0;9.0;1.0;1
133_translation;Entretien 01 25.03.13 01_traitement_A;L'assemblage de livres avec d'autres, c'est ce que je fais maintenant.;translation;1.0;3.0;5.0;4.0;1.0;9.0;1.0;1
134_contextual;Entretien 01 25.03.13 01_traitement_A;N'essaie de réfléchir. Je dirais qu'au début, quand j'entame mon geste, je suis assez attentive à ce comment ce fais. Je suis très attentive quand ce au bon provoque parce que justement, je connais la rencontre sur mon cuir quelque pas.;contextual;10.0;8.0;8.0;8.0;8.0;8.0;8.0;1
134_original;Entretien 01 25.03.13 01_traitement_A;J'essaie de réfléchir. Je dirais qu'au début, quand j'entame mon geste, je suis assez attentive à ce que je fais. Je suis très attentive à ce que je fais parce que justement, je fais la rencontre de mon cuir quelque part.;original;10.0;8.0;8.0;8.0;8.0;8.0;8.0;1
134_swap;Entretien 01 25.03.13 01_traitement_A;' j de essaie réfléchir Je. dirais qu ' au début, quand j ' mon entame geste, je assez suis attentive ce à que fais je. Je suis très à attentive ce que je fais parce que, justement je fais la rencontre de mon cuir quelque. part;swap;10.0;8.0;8.0;8.0;8.0;8.0;8.0;1
134_translation;Entretien 01 25.03.13 01_traitement_A;Je dirais que si j'obtiens mon geste, je serai très attentif à ce que je fais. Je fais très attention à ce que je fais parce que je rencontre mon cuir quelque part.;translation;10.0;8.0;8.0;8.0;8.0;8.0;8.0;1
135_contextual;Entretien 01 25.03.13 01_traitement_A;Je vais voir tout de suite s'il est réticent ou s'  se laisse tenter, si ça semble bien se passer ou non tout va mal se passer. S'il me manipule trop, il va falloir que je re pleins d'attention concernant l'ensemble du processus. Sinon s'  se laisse trop faire aussi, il va falloir que je sois attentive à ne pas me laisser embarquer de l'autre côté, à ne pas me dire que ça va se passer trop bien.;contextual;8.0;5.0;2.0;5.0;6.0;5.0;5.0;1
135_original;Entretien 01 25.03.13 01_traitement_A;Je vais voir tout de suite s'il est réticent ou s'il se laisse faire, si ça va bien se passer ou si ça va mal se passer. S'il me résiste trop, il va falloir que je redouble d'attention sur l'ensemble du processus. Et s'il se laisse trop faire aussi, il va falloir que je sois attentive à ne pas me laisser embarquer de l'autre côté, à ne pas me dire que ça va se passer trop bien.;original;8.0;5.0;2.0;5.0;6.0;5.0;5.0;1
135_swap;Entretien 01 25.03.13 01_traitement_A;Je vais tout voir de suite s ' est il réticent ou s ' il se laisse faire, ça si va bien se passer ou si ça va mal se passer. S ' il me trop résiste, il va falloir que je redouble d ' attention sur l ' ensemble du processus. Et s ' il se laisse trop faire aussi, il va falloir je que sois attentive à pas ne me embarquer laisser de l ' côté autre, ne à pas me dire que va ça se passer trop bien.;swap;8.0;5.0;2.0;5.0;6.0;5.0;5.0;1
135_translation;Entretien 01 25.03.13 01_traitement_A;Je vais immédiatement vérifier s'il est hésitant ou s'il peut se permettre de le faire, s'il va bien ou s'il va mal. S'il me résiste trop, je dois revoir l'ensemble du processus, et s'il fait trop d'efforts, je dois veiller à ne pas me laisser traîner de l'autre côté et ne pas dire que ça va trop bien.;translation;8.0;5.0;2.0;5.0;6.0;5.0;5.0;1
136_contextual;Entretien 01 25.03.13 01_traitement_A;Mais l'est vrai qu' arrivé au début, je pense que j' offre une perspective particulière notre rencontre. Qu' étais-ce qui se passe là J'observe et je définis mon expérience en fonction du reste.;contextual;5.0;4.0;1.0;4.0;5.0;6.0;3.0;1
136_original;Entretien 01 25.03.13 01_traitement_A;Mais c'est vrai qu'au tout début, je pense que j'ai une attention de la rencontre. Qu'est-ce qui se passe ? J'observe et je définis mon comportement en fonction du reste.;original;5.0;4.0;1.0;4.0;5.0;6.0;3.0;1
136_swap;Entretien 01 25.03.13 01_traitement_A;Mais c ' est qu vrai au ' tout début, je pense que j ' ai une attention de rencontre la. Qu ' est - ce qui passe se J? ' observe je et définis mon comportement en reste fonction du.;swap;5.0;4.0;1.0;4.0;5.0;6.0;3.0;1
136_translation;Entretien 01 25.03.13 01_traitement_A;Mais c'est vrai que dès le début, j'ai l'attention de la réunion, que se passe-t-il ?;translation;5.0;4.0;1.0;4.0;5.0;6.0;3.0;1
137_contextual;Entretien 01 25.03.13 01_traitement_A;Une fois que mon sujet est défini, répondre' était plus commode.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
137_original;Entretien 01 25.03.13 01_traitement_A;Une fois que le comportement est défini, c'est plus mécanique.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
137_swap;Entretien 01 25.03.13 01_traitement_A;Une fois que est le comportement défini, c ' mécanique plus est.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
137_translation;Entretien 01 25.03.13 01_traitement_A;Une fois le comportement défini, c'est plus mécanique.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
138_contextual;Entretien 01 25.03.13 01_traitement_A;C' expliquant son projet plutôt compliqué.;contextual;1.0;1.0;1.0;1.0;1.0;1.0;9.0;10
138_original;Entretien 01 25.03.13 01_traitement_A;C'est un exercice plutôt compliqué.;original;1.0;1.0;1.0;1.0;1.0;1.0;9.0;10
138_swap;Entretien 01 25.03.13 01_traitement_A;' c un est exercice compliqué plutôt.;swap;1.0;1.0;1.0;1.0;1.0;1.0;9.0;10
138_translation;Entretien 01 25.03.13 01_traitement_A;C'est un exercice assez compliqué.;translation;1.0;1.0;1.0;1.0;1.0;1.0;9.0;10
139_contextual;Entretien 01 25.03.13 01_traitement_A;Le matériau, c'est aussi la chair, c' est toute leur peau. Sa' étais un moment d'exercice pour moi. Déjà, un grande tension, parce ... c'est ce qui se passe en premier, et tire dessus.;contextual;5.0;5.0;1.0;6.0;1.0;1.0;6.0;1
139_original;Entretien 01 25.03.13 01_traitement_A;Le matériau, c'est de la chair, c'est de la peau. C'est un drôle d'exercice pour moi. Déjà, une grande tension, parce que c'est ce qui se passe en premier, on tire dessus.;original;5.0;5.0;1.0;6.0;1.0;1.0;6.0;1
139_swap;Entretien 01 25.03.13 01_traitement_A;Matériau le, c ' est de la chair, c ' est la peau de. C ' est d un drôle ' exercice pour moi. Déjà, une grande tension, parce que c ' est ce qui se premier passe en, on tire. dessus;swap;5.0;5.0;1.0;6.0;1.0;1.0;6.0;1
139_translation;Entretien 01 25.03.13 01_traitement_A;C'est de la viande, c'est de la peau, c'est un exercice bizarre pour moi.;translation;5.0;5.0;1.0;6.0;1.0;1.0;6.0;1
13_contextual;Entretien 01 24.10.03 02_traitement_A;Ensuite, ca va faire une semaine de brassage. On viendra peindre quelques fils. Après, ça va finir spécial sertissage.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
13_original;Entretien 01 24.10.03 02_traitement_A;Après, on va faire une semaine de peinture. On va peindre ces pièces. Après, ça va être le sertissage.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
13_swap;Entretien 01 24.10.03 02_traitement_A;Après, va on une faire peinture semaine de. On va ces peindre pièces Après. , ça va être le sertissage.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
13_translation;Entretien 01 24.10.03 02_traitement_A;On va faire une semaine de peinture, peindre ces morceaux, et ce sera les bâtons.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
140_contextual;Entretien 01 25.03.13 01_traitement_A;Il faut tiré, ca va passer au passif. Ça est tiré vraiment le plus possible sur la zone qui va être coupée. Et après, après y a des morceaux de matière qui défilent petit à nouveau comme s' ils ne figéluché là quelque part.;contextual;1.0;1.0;1.0;1.0;7.0;3.0;1.0;10
140_original;Entretien 01 25.03.13 01_traitement_A;Il est tiré, on va passer au passif. Il est tiré vraiment le plus possible sur la zone qui va être coupée. Et après, il y a des morceaux de matière qui partent petit à petit comme s'ils étaient épluchés quelque part.;original;1.0;1.0;1.0;1.0;7.0;3.0;1.0;10
140_swap;Entretien 01 25.03.13 01_traitement_A;Il est tiré on, passer va au passif Il. est tiré le vraiment plus possible sur la qui zone va coupée être. Et après, il y morceaux a des de matière qui partent petit à comme petit s ' ils étaient quelque épluchés part.;swap;1.0;1.0;1.0;1.0;7.0;3.0;1.0;10
140_translation;Entretien 01 25.03.13 01_traitement_A;Il est tiré, nous allons sur les passifs, il est vraiment tiré aussi loin que possible sur la zone coupée, et puis il y a des morceaux de matière qui disparaissent progressivement, comme s'ils étaient pompés quelque part.;translation;1.0;1.0;1.0;1.0;7.0;3.0;1.0;10
141_contextual;Entretien 01 25.03.13 01_traitement_A;Sauf qu'il n' ni a jamais de couche. Et c' est bien coupé tout à petit. Je suis sais vraiment quand je peux trouver semblant.;contextual;1.0;1.0;1.0;1.0;1.0;5.0;4.0;10
141_original;Entretien 01 25.03.13 01_traitement_A;Sauf qu'il n'y a pas de couche. Et c'est vraiment coupé petit à petit. Je ne sais pas si je peux faire mieux.;original;1.0;1.0;1.0;1.0;1.0;5.0;4.0;10
