id;filename;text;augmentation_type;difficulté_verbalisation
19_contextual;Entretien 01 24.10.03 01_traitement_A;Et bien, on pouvait pas travailler sur nos panneau, sur notre tableau ensuite on traure les panneaux à la chaîne un peu.;contextual;0
19_swap;Entretien 01 24.10.03 01_traitement_A;Et là on, à commence travailler sur notre table, sur notre établi où on restaure panneaux les à chaîne la un peu.;swap;0
19_translation;Entretien 01 24.10.03 01_traitement_A;Et maintenant, on commence à travailler sur notre table, sur notre installation, où on restaure un peu les plaques sur la chaîne.;translation;0
1_contextual;Entretien 01 24.10.03 01_traitement_A;Votre journée de travail en anglais ou votre journée de travail ici au TraIP Shop;contextual;2
1_swap;Entretien 01 24.10.03 01_traitement_A;Journée une travail ou de en entreprise une journée de travail ici au BIP?;swap;2
1_translation;Entretien 01 24.10.03 01_traitement_A;Un jour ouvrable dans l'exploitation ou un jour ouvrable dans le PIB?;translation;2
2;Entretien 01 24.10.03 01_traitement_A;Dans l'entreprise ?;original;1
20;Entretien 01 24.10.03 01_traitement_A;Repiquage, dépiquage, ça veut dire enlever une pièce, remettre une pièce ancienne, nouvelle, remettre d'équerre, remettre aux mesures ou monter un panneau complètement qui a été coupé par d'autres.;original;0
200;Entretien 01 24.10.03 01_traitement_A;J'ai l'impression qu'il apprécie le plomb.;original;0
200_contextual;Entretien 01 24.10.03 01_traitement_A;J' même presque'impression qu'il recommence le bricolage.;contextual;0
200_swap;Entretien 01 24.10.03 01_traitement_A;J ' ai l impression ' ' qu il le apprécie. plomb;swap;0
200_translation;Entretien 01 24.10.03 01_traitement_A;J'ai l'impression qu'il aime le plomb.;translation;0
201;Entretien 01 24.10.03 01_traitement_A;Et aussi, quand il y a un autre moment, j'avais pensé.;original;0
201_contextual;Entretien 01 24.10.03 01_traitement_A;Et aussi, et il répond ressemblait maintenant autre défi, j'avais pensé.;contextual;0
201_swap;Entretien 01 24.10.03 01_traitement_A;Aussi et, quand a il y autre un moment j, ' avais pensé.;swap;0
201_translation;Entretien 01 24.10.03 01_traitement_A;Et quand c'était il y a une autre époque, j'ai pensé.;translation;0
202;Entretien 01 24.10.03 01_traitement_A;Du coup, les angles, les courbes, quand on le tire, parce qu'il y a des gens qui tirent le plomb pour le rendre bien droit, dans ces moments-là, c'est comme si je m'étirais le corps et comme si on m'étendait un peu comme un linge et qu'il souffrait un peu.;original;2
202_contextual;Entretien 01 24.10.03 01_traitement_A;Le coup, les angles, les courbes, quand on le tire, parce qu'il tu a des gens qui tirent le plomb pour le rendre bien droit, dans celui moments-là, c'est comme si je pouvais'éti tout le corps et comme si on m'étendait un instant comme Monsieur linge parce qu' il souffrait si peu.;contextual;2
202_swap;Entretien 01 24.10.03 01_traitement_A;Du, coup les angles, les courbes quand, on le tire, qu parce ' il y a des gens qui tirent le plomb pour le rendre bien droit, dans ces moments - là, c ' est comme si m je ' le étirais corps comme et si on ' m un étendait peu un comme et linge qu ' il souffrait un peu.;swap;2
202_translation;Entretien 01 24.10.03 01_traitement_A;Donc, les angles, les courbes quand on les tire, parce qu'il y a des gens qui tirent le plomb pour le faire tout droit, à ces moments-là, c'est comme si j'avais le corps, et comme si on m'étendait comme un linge et qu'on souffrait un peu.;translation;2
203;Entretien 01 24.10.03 01_traitement_A;Mais des fois, c'est vrai que je me mets à la place du matériau, c'est vrai, l'air de rien.;original;0
203_contextual;Entretien 01 24.10.03 01_traitement_A;Mais des fois, c'est vrai que je leur demandais in leur place du matériau, ce'est sympa, il'air plus faux.;contextual;0
203_swap;Entretien 01 24.10.03 01_traitement_A;Mais fois des c, ' est vrai me que je mets à la place du, matériau c ' vrai est, ' l air de rien.;swap;0
203_translation;Entretien 01 24.10.03 01_traitement_A;Mais parfois, il est vrai que je me place à la place du matériel, c'est vrai, l'air de rien.;translation;0
204;Entretien 01 24.10.03 01_traitement_A;Et sinon, pour la coupe aussi, la coupe du verre, puisque les deux vont ensemble, il y a des moments où, quand on entend qu'il n'y a pas d'huile de coupe, ça crise comme ça.;original;3
204_contextual;Entretien 01 24.10.03 01_traitement_A;Car sinon, pour sa coupe aussi, sans reprise du verre, puisque les deux vont ensembles, il y à des sujets où, quand on entend qu' i n'y a pas d'huile sans coupe, ça crise comme cela.;contextual;3
204_swap;Entretien 01 24.10.03 01_traitement_A;Et sinon, pour la coupe aussi, la coupe du verre puisque, deux les vont ensemble, il a y des moments où, entend quand on ' qu il ' n a y pas d huile ' de coupe, ça crise ça comme.;swap;3
204_translation;Entretien 01 24.10.03 01_traitement_A;Et si ce n'est pas le cas, même pour la coupe, la coupe de verre, puisque les deux vont ensemble, il y a des moments où quand on entend qu'il n'y a pas d'huile de coupe, ça commence comme ça.;translation;3
205;Entretien 01 24.10.03 01_traitement_A;Ça crise, ce n'est pas agréable comme bruit.;original;0
205_contextual;Entretien 01 24.10.03 01_traitement_A;La crise, ce sont' donc pas silencieux comme bruit.;contextual;0
205_swap;Entretien 01 24.10.03 01_traitement_A;Crise ça, n ce est ' pas agréable bruit comme.;swap;0
205_translation;Entretien 01 24.10.03 01_traitement_A;Ça n'a pas l'air agréable.;translation;0
206;Entretien 01 24.10.03 01_traitement_A;On dit que quand on coupe, le verre chante.;original;0
206_contextual;Entretien 01 24.10.03 01_traitement_A;Chacun sait que quand on fume, le verre éclate.;contextual;0
206_swap;Entretien 01 24.10.03 01_traitement_A;On que dit quand on coupe, le verre. chante;swap;0
206_translation;Entretien 01 24.10.03 01_traitement_A;On dit que quand on coupe, le verre chante.;translation;0
207;Entretien 01 24.10.03 01_traitement_A;Et quand ça crise, là, ça fait un peu souffrir l'oreille.;original;1
207_contextual;Entretien 01 24.10.03 01_traitement_A;Et effectivement ça passera, là, ça devrait chaque nouveau souffrir l'oreille.;contextual;1
207_swap;Entretien 01 24.10.03 01_traitement_A;Quand et crise, ça là, ça un fait peu l souffrir ' oreille.;swap;1
207_translation;Entretien 01 24.10.03 01_traitement_A;Et quand ça commence, ça fait un peu mal à l'oreille.;translation;1
208;Entretien 01 24.10.03 01_traitement_A;Tu te dis, ouh là, le pauvre verre.;original;0
208_contextual;Entretien 01 24.10.03 01_traitement_A;Tu te dis, ou bonsoir monsieur, oh pauvre papy.;contextual;0
208_swap;Entretien 01 24.10.03 01_traitement_A;Tu dis te ouh là, le, pauvre verre.;swap;0
208_translation;Entretien 01 24.10.03 01_traitement_A;Tu penses que c'est le pauvre verre.;translation;0
209;Entretien 01 24.10.03 01_traitement_A;Mais quand il chante bien, ça, c'est agréable.;original;0
209_contextual;Entretien 01 24.10.03 01_traitement_A;Mais que Jean chante bien, effectivement, c'est impossible.;contextual;0
209_swap;Entretien 01 24.10.03 01_traitement_A;Mais quand il chante, bien, c ça ' agréable est.;swap;0
209_translation;Entretien 01 24.10.03 01_traitement_A;Mais s'il chante bien, c'est bien.;translation;0
20_contextual;Entretien 01 24.10.03 01_traitement_A;Lepiquage, unépiquage, ça peut dire enlever une pièce, faire un façade ancienne, nouvelle, toute d'équerre, remettre aux mesures ... monter un panneau complètement qui a été remplacé par d' ancienne.;contextual;0
20_swap;Entretien 01 24.10.03 01_traitement_A;Repiquage, dépiquage, veut ça dire enlever pièce une, une remettre pièce ancienne nouvelle, , d remettre ' équerre, remettre mesures aux un ou monter panneau complètement qui coupé a été par d ' autres.;swap;0
20_translation;Entretien 01 24.10.03 01_traitement_A;C'est-à-dire enlever un morceau, exploser une ancienne nouvelle pièce, forer à nouveau, mesurer à nouveau ou monter un panneau coupé par d'autres.;translation;0
21;Entretien 01 24.10.03 01_traitement_A;Il y avait les coupeuses, les monteuses, les réstoratrices.;original;0
210;Entretien 01 24.10.03 01_traitement_A;Il va être tout droit, il va être bien coupé.;original;0
210_contextual;Entretien 01 24.10.03 01_traitement_A;Il veut grimper tout droit, il va être complètement droit.;contextual;0
210_swap;Entretien 01 24.10.03 01_traitement_A;Il va être droit tout, il va être coupé bien.;swap;0
210_translation;Entretien 01 24.10.03 01_traitement_A;Il sera tout droit, il sera bien coupé.;translation;0
211;Entretien 01 24.10.03 01_traitement_A;C'est un peu ça.;original;1
211_contextual;Entretien 01 24.10.03 01_traitement_A;C' du trop mélange ça.;contextual;1
211_swap;Entretien 01 24.10.03 01_traitement_A;Est c ' peu un ça.;swap;1
211_translation;Entretien 01 24.10.03 01_traitement_A;Oui, c'est ça.;translation;1
212;Entretien 01 24.10.03 01_traitement_A;Si tu as d'autres questions, n'hésite pas.;original;0
212_contextual;Entretien 01 24.10.03 01_traitement_A;Et tu as d' nouvelles questions, on' manque jamais.;contextual;0
212_swap;Entretien 01 24.10.03 01_traitement_A;Si tu d as autres ' questions, ' n hésite. pas;swap;0
212_translation;Entretien 01 24.10.03 01_traitement_A;Si tu as encore des questions, n'hésite pas.;translation;0
213;Entretien 01 24.10.03 02_traitement_A;Moi, je suis professionnel artisan.;original;0
213_contextual;Entretien 01 24.10.03 02_traitement_A;bonjour, j suis travailleur artisan.;contextual;0
213_swap;Entretien 01 24.10.03 02_traitement_A;Moi je, suis artisan. professionnel;swap;0
213_translation;Entretien 01 24.10.03 02_traitement_A;Je suis un artisan professionnel.;translation;0
214;Entretien 01 24.10.03 02_traitement_A;Et là, du coup, je forme à mi-temps.;original;0
214_contextual;Entretien 01 24.10.03 02_traitement_A;Là là, du coup, tu fais ma mi-temps.;contextual;0
214_swap;Entretien 01 24.10.03 02_traitement_A;Là et, du coup, je forme - à mi. temps;swap;0
214_translation;Entretien 01 24.10.03 02_traitement_A;Et maintenant, je suis en forme pour la moitié de la journée.;translation;0
215;Entretien 01 24.10.03 02_traitement_A;Depuis 3 ans.;original;0
215_contextual;Entretien 01 24.10.03 02_traitement_A;Depuis plusieurs semaines.;contextual;0
215_swap;Entretien 01 24.10.03 02_traitement_A;Ans depuis 3.;swap;0
215_translation;Entretien 01 24.10.03 02_traitement_A;Depuis trois ans.;translation;0
216;Entretien 01 24.10.03 02_traitement_A;Je suis rentré en apprentissage il y a 5 ans.;original;0
216_contextual;Entretien 01 24.10.03 02_traitement_A;Je suis rentré d apprentissage il y peut 15 minutes.;contextual;0
216_swap;Entretien 01 24.10.03 02_traitement_A;Suis je rentré il en apprentissage y 5 a ans.;swap;0
216_translation;Entretien 01 24.10.03 02_traitement_A;J'ai repris mes études il y a cinq ans.;translation;0
217;Entretien 01 24.10.03 02_traitement_A;Et j'estime que quand on commence à mettre les mains dans le métier, même en tant qu'apprenti, on est dedans, on commence à être professionnel.;original;0
217_contextual;Entretien 01 24.10.03 02_traitement_A;Et j'estime que quand perso commence en comprendre ces trucs dans quel livre, notamment en tant qu'apprenti, on apprend dedans, on commence à être reconnu.;contextual;0
217_swap;Entretien 01 24.10.03 02_traitement_A;J et ' que estime quand commence on mettre à les mains le dans métier, en même tant qu ', on apprenti est dedans, on commence à être professionnel.;swap;0
217_translation;Entretien 01 24.10.03 02_traitement_A;Et je pense que quand vous commencez à vous mettre les mains dans le métier, même en tant qu'apprenti, vous commencez à être professionnel.;translation;0
218;Entretien 01 24.10.03 02_traitement_A;Enfin, on ne sort pas du travail de pro, mais on est dedans, on bosse avec la matière.;original;0
218_contextual;Entretien 01 24.10.03 02_traitement_A;Enfin, on ne fait toujours du milieu de professionnels, quand on est dedans, et bosse avec leur matière.;contextual;0
218_swap;Entretien 01 24.10.03 02_traitement_A;, enfin on ne sort du pas de travail, pro on mais dedans est, on bosse la avec matière.;swap;0
218_translation;Entretien 01 24.10.03 02_traitement_A;Je veux dire, on ne sort pas du travail professionnel, mais on est dedans, on travaille sur la matière.;translation;0
219;Entretien 01 24.10.03 02_traitement_A;Et au même titre que les collègues qui sont dedans depuis plus d'années que nous.;original;0
219_contextual;Entretien 01 24.10.03 02_traitement_A;Et au même moment que les collègues ils semblent partis depuis plus bien' époque que nous.;contextual;0
219_swap;Entretien 01 24.10.03 02_traitement_A;Et au même que titre collègues les qui dedans sont depuis plus d ' années nous que.;swap;0
219_translation;Entretien 01 24.10.03 02_traitement_A;Et tout comme mes collègues qui y sont depuis plusieurs années.;translation;0
21_contextual;Entretien 01 24.10.03 01_traitement_A;Il y avait les pompage hydraulique, les pompes escaliers, la réstor électriques.;contextual;0
21_swap;Entretien 01 24.10.03 01_traitement_A;Y il les avait, coupeuses les monteuses, réstoratrices les.;swap;0
21_translation;Entretien 01 24.10.03 01_traitement_A;Il y avait les tailleurs, les alpinistes, les restaurateurs.;translation;0
22;Entretien 01 24.10.03 01_traitement_A;C'était très scindé comme travail, on n'avait pas de tout.;original;0
220;Entretien 01 24.10.03 02_traitement_A;Mais j'estime que lorsqu'on rentre dans le métier, on est vite dedans.;original;0
220_contextual;Entretien 01 24.10.03 02_traitement_A;- tu'estime que lorsqu'on rentre dans le salon, elle sera toujours dedans.;contextual;0
220_swap;Entretien 01 24.10.03 02_traitement_A;Mais j estime ' que lorsqu ' rentre on dans le, métier est on vite dedans.;swap;0
220_translation;Entretien 01 24.10.03 02_traitement_A;Mais je crois que quand on revient au travail, on est rapide à l'intérieur.;translation;0
221;Entretien 01 24.10.03 02_traitement_A;En tout cas, moi, ça fait 5 ans que je suis dans le vitrail et je compte mes 2 années d'apprentissage dedans.;original;0
221_contextual;Entretien 01 24.10.03 02_traitement_A;En tout cas, moi, ça fai 3 ans que je craque dans le filmtail et je compte mettre cinq années m'apprentissage :).;contextual;0
221_swap;Entretien 01 24.10.03 02_traitement_A;Tout en cas, , moi ça fait 5 ans que suis le je dans vitrail et je compte 2 mes d années ' apprentissage dedans.;swap;0
221_translation;Entretien 01 24.10.03 02_traitement_A;Quoi qu'il en soit, je suis à la fenêtre depuis cinq ans et j'y compte mes deux années de formation.;translation;0
222;Entretien 01 24.10.03 02_traitement_A;Une journée de travail, dans le vitrail, c'est un métier où il y a plein d'étapes différentes.;original;0
222_contextual;Entretien 01 24.10.03 02_traitement_A;Longue journée de travail, pour les vitra artistique, c' est son métier où il y a énormément d'étape techniques essentielles.;contextual;0
222_swap;Entretien 01 24.10.03 02_traitement_A;Une de journée travail, le dans vitrail c, ' est métier un il où y a plein d ' différentes étapes.;swap;0
222_translation;Entretien 01 24.10.03 02_traitement_A;Une journée de travail dans la fenêtre est une profession où il y a beaucoup de différentes étapes.;translation;0
223;Entretien 01 24.10.03 02_traitement_A;Donc, les journées sont rarement les mêmes.;original;0
223_contextual;Entretien 01 24.10.03 02_traitement_A;Donc, les maisons sont rarement comme deux.;contextual;0
223_swap;Entretien 01 24.10.03 02_traitement_A;Donc, les journées sont rarement les. mêmes;swap;0
223_translation;Entretien 01 24.10.03 02_traitement_A;Les jours sont donc rarement les mêmes.;translation;0
224;Entretien 01 24.10.03 02_traitement_A;Sauf quand on bosse sur la même étape pendant des semaines.;original;0
224_contextual;Entretien 01 24.10.03 02_traitement_A;Et complications ont bosse sur la même étape pendant des mois.;contextual;0
224_swap;Entretien 01 24.10.03 02_traitement_A;Quand sauf bosse on sur la étape pendant même des semaines.;swap;0
224_translation;Entretien 01 24.10.03 02_traitement_A;Sauf si on travaille au même niveau pendant des semaines.;translation;0
225;Entretien 01 24.10.03 02_traitement_A;[Interruption de personnes hors entretien];original;0
225_contextual;Entretien 01 24.10.03 02_traitement_A;Inter rémunéré pour services hors entretien;contextual;0
225_swap;Entretien 01 24.10.03 02_traitement_A;Interruption de personnes hors entretien ;swap;0
225_translation;Entretien 01 24.10.03 02_traitement_A;Interrompre les personnes sans pension alimentaire;translation;0
226;Entretien 01 24.10.03 02_traitement_A;Est-ce que tu as des attentes un peu quant à cette question ?;original;1
226_contextual;Entretien 01 24.10.03 02_traitement_A;Es-ce qu tu as mes attentes un peu quant pour cette question ;contextual;1
226_swap;Entretien 01 24.10.03 02_traitement_A;- est tu ce que as attentes des un peu quant à question cette?;swap;1
226_translation;Entretien 01 24.10.03 02_traitement_A;Avez - vous des attentes à ce sujet?;translation;1
227;Entretien 01 24.10.03 02_traitement_A;Ok.;original;0
227_contextual;Entretien 01 24.10.03 02_traitement_A;...;contextual;0
227_swap;Entretien 01 24.10.03 02_traitement_A;. ok;swap;0
227_translation;Entretien 01 24.10.03 02_traitement_A;D'accord.;translation;0
228;Entretien 01 24.10.03 02_traitement_A;Parce que...;original;1
228_contextual;Entretien 01 24.10.03 02_traitement_A;Parce quelle...;contextual;1
228_swap;Entretien 01 24.10.03 02_traitement_A;. parce que..;swap;1
228_translation;Entretien 01 24.10.03 02_traitement_A;Parce que...;translation;1
229;Entretien 01 24.10.03 02_traitement_A;Je peux avoir tendance à divaguer, à partir dans des trucs qui...;original;1
229_contextual;Entretien 01 24.10.03 02_traitement_A;Je peux avoir tendance aux divaguer, voire rebondir sur deux trucs qui...;contextual;1
229_swap;Entretien 01 24.10.03 02_traitement_A;Je peux à avoir tendance, divaguer dans à partir des trucs qui. ..;swap;1
229_translation;Entretien 01 24.10.03 02_traitement_A;Je peux avoir tendance à aller dans des choses qui...;translation;1
22_contextual;Entretien 01 24.10.03 01_traitement_A;Cela'était très biencindé côté écriture, on les' retrouvait pas de tout.;contextual;0
22_swap;Entretien 01 24.10.03 01_traitement_A;C ' était scindé comme très, travail n on ' avait de pas tout.;swap;0
22_translation;Entretien 01 24.10.03 01_traitement_A;Il était très fragmenté comme travail, nous n'avions pas tout.;translation;0
23;Entretien 01 24.10.03 01_traitement_A;Et après, quand on finissait, on le mettait sur le côté et on en reprenait un autre.;original;0
230;Entretien 01 24.10.03 02_traitement_A;[Interruption de personnes hors entretien];original;0
230_contextual;Entretien 01 24.10.03 02_traitement_A; Autoruption de service Sans entretien;contextual;0
230_swap;Entretien 01 24.10.03 02_traitement_A;De Interruption hors personnes entretien ;swap;0
230_translation;Entretien 01 24.10.03 02_traitement_A;Interrompre les personnes sans pension alimentaire;translation;0
231;Entretien 01 24.10.03 02_traitement_A;Comme je disais, il n'y a pas vraiment de journée type.;original;0
231_contextual;Entretien 01 24.10.03 02_traitement_A;Comme je disais, il n' ressemble à plus problème de dessin type.;contextual;0
231_swap;Entretien 01 24.10.03 02_traitement_A;Je comme disais, il n y ' a vraiment pas de journée type.;swap;0
231_translation;Entretien 01 24.10.03 02_traitement_A;Comme je l'ai dit, il n'y a pas de journée normale.;translation;0
232;Entretien 01 24.10.03 02_traitement_A;Après, il y a quand même une routine dans le sens où on va à l'atelier, on s'habille et on se met au boulot.;original;0
232_contextual;Entretien 01 24.10.03 02_traitement_A;oh, il y a quand mm une routine dans le quotidien car on va à l' épicerie, on nous'habille mais après se met chaque monde.;contextual;0
232_swap;Entretien 01 24.10.03 02_traitement_A;Après, il y a même quand une dans routine sens le on où à l va ', atelier s on ' habille on se et met au boulot.;swap;0
232_translation;Entretien 01 24.10.03 02_traitement_A;Alors il y a toujours une routine dans le sens où nous allons à l'atelier, nous habillons et allons au travail.;translation;0
233;Entretien 01 24.10.03 02_traitement_A;Mais...;original;1
233_contextual;Entretien 01 24.10.03 02_traitement_A;Mais si;contextual;1
233_swap;Entretien 01 24.10.03 02_traitement_A;. mais..;swap;1
233_translation;Entretien 01 24.10.03 02_traitement_A;Mais...;translation;1
234;Entretien 01 24.10.03 02_traitement_A;Je ne saurais pas trop...;original;3
234_contextual;Entretien 01 24.10.03 02_traitement_A;Je ne s laisse pas vous dire;contextual;3
234_swap;Entretien 01 24.10.03 02_traitement_A;Je ne pas saurais trop. ..;swap;3
234_translation;Entretien 01 24.10.03 02_traitement_A;Je ne sais pas...;translation;3
235;Entretien 01 24.10.03 02_traitement_A;Ouais, il n'y a pas de...;original;2
235_contextual;Entretien 01 24.10.03 02_traitement_A;Ouais, il pleure' on a pas de photo;contextual;2
235_swap;Entretien 01 24.10.03 02_traitement_A;Ouais il, n ' a pas y. de..;swap;2
235_translation;Entretien 01 24.10.03 02_traitement_A;Oui, il n'y a pas de...;translation;2
236;Entretien 01 24.10.03 02_traitement_A;Toutes les étapes.;original;0
236_contextual;Entretien 01 24.10.03 02_traitement_A;Téléchargez les photos.;contextual;0
236_swap;Entretien 01 24.10.03 02_traitement_A;Les étapes toutes.;swap;0
236_translation;Entretien 01 24.10.03 02_traitement_A;Tous les pas.;translation;0
237;Entretien 01 24.10.03 02_traitement_A;Il y a des jours où on va faire du tracé.;original;0
237_contextual;Entretien 01 24.10.03 02_traitement_A;Il y a plusieurs lieux où on peut faire gros tracé.;contextual;0
237_swap;Entretien 01 24.10.03 02_traitement_A;Y il a des jours va où on du faire tracé.;swap;0
237_translation;Entretien 01 24.10.03 02_traitement_A;Il y a des jours où nous allons jeter un oeil.;translation;0
238;Entretien 01 24.10.03 02_traitement_A;On va tracer le vitrail sur le papier pour pouvoir le découper sur du verre.;original;0
238_contextual;Entretien 01 24.10.03 02_traitement_A;On va tracer votre vit paril sur des papier blanc pouvoir le découper sur des polystyrène.;contextual;0
238_swap;Entretien 01 24.10.03 02_traitement_A;On va tracer le sur vitrail le pour papier pouvoir le découper sur verre du.;swap;0
238_translation;Entretien 01 24.10.03 02_traitement_A;Nous allons enregistrer le verre sur le papier pour le couper sur le verre.;translation;0
239;Entretien 01 24.10.03 02_traitement_A;Pendant plusieurs jours, on va faire des tracés.;original;0
239_contextual;Entretien 01 24.10.03 02_traitement_A;Pendant plusieurs jours, on devait faire plusieurs exercices différents.;contextual;0
239_swap;Entretien 01 24.10.03 02_traitement_A;Plusieurs jours pendant on, va faire des tracés.;swap;0
239_translation;Entretien 01 24.10.03 02_traitement_A;Pendant quelques jours, on fait une piste.;translation;0
23_contextual;Entretien 01 24.10.03 01_traitement_A;... enfin, qd on finissait, elles le mettait sur le comptoir et on en revenaiten encore un autre.;contextual;0
23_swap;Entretien 01 24.10.03 01_traitement_A;Après et, quand on finissait, le mettait on sur le côté et on reprenait en. un autre;swap;0
23_translation;Entretien 01 24.10.03 01_traitement_A;Et quand on a fini, on l'a mis sur le côté et on en a pris un autre.;translation;0
24;Entretien 01 24.10.03 01_traitement_A;C'était comme ça un peu toute la journée où c'était à la chaîne.;original;1
240;Entretien 01 24.10.03 02_traitement_A;Ensuite, on va découper les calibres.;original;0
240_contextual;Entretien 01 24.10.03 02_traitement_A;Ensuite, on pourra installer les piècess.;contextual;0
240_swap;Entretien 01 24.10.03 02_traitement_A;, ensuite on va découper les calibres.;swap;0
240_translation;Entretien 01 24.10.03 02_traitement_A;On coupe les calibres.;translation;0
241;Entretien 01 24.10.03 02_traitement_A;Après on va se servir ces calibres pour couper les pièces de verre.;original;0
241_contextual;Entretien 01 24.10.03 02_traitement_A;Après Thierry va le débrouiller pour calibres et couper les pièces de verre.;contextual;0
241_swap;Entretien 01 24.10.03 02_traitement_A;Après on va servir se calibres pour ces couper pièces les verre de.;swap;0
241_translation;Entretien 01 24.10.03 02_traitement_A;Ensuite, nous utiliserons ce calibre pour couper les pièces en verre.;translation;0
242;Entretien 01 24.10.03 02_traitement_A;Après, à nouveau, on va faire plusieurs journées de coupe de verre.;original;0
242_contextual;Entretien 01 24.10.03 02_traitement_A;Après, à Lausanne, on fera faire plusieurs dizaines de Foire de Suisse.;contextual;0
242_swap;Entretien 01 24.10.03 02_traitement_A;, après nouveau à, on va plusieurs faire journées de verre coupe de.;swap;0
242_translation;Entretien 01 24.10.03 02_traitement_A;On va encore faire quelques jours de coupe de verre.;translation;0
243;Entretien 01 24.10.03 02_traitement_A;D'une certaine manière, il y a des journées type qui se mettent en place peut-être à des échelles de semaine.;original;0
243_contextual;Entretien 01 24.10.03 02_traitement_A;Et'une certaine manière, il y toujours des sessions là qui se mettent juste forme peut-être durent plusieurs échelleures de semaine.;contextual;0
243_swap;Entretien 01 24.10.03 02_traitement_A;D ' certaine une manière, il a y des journées type mettent qui se place en - peut être à échelles des de. semaine;swap;0
243_translation;Entretien 01 24.10.03 02_traitement_A;Il y a des jours typiques qui peuvent commencer par des directeurs de semaine.;translation;0
244;Entretien 01 24.10.03 02_traitement_A;On fait une semaine de coupe de verre.;original;0
244_contextual;Entretien 01 24.10.03 02_traitement_A;ça faisait une semaine de coupe sous verre.;contextual;0
244_swap;Entretien 01 24.10.03 02_traitement_A;Fait on semaine une de de coupe verre.;swap;0
244_translation;Entretien 01 24.10.03 02_traitement_A;On fait une semaine de coupe de verre.;translation;0
245;Entretien 01 24.10.03 02_traitement_A;Après, on va faire une semaine de peinture.;original;0
245_contextual;Entretien 01 24.10.03 02_traitement_A;Après, elle ira faire la semaine de peinture.;contextual;0
245_swap;Entretien 01 24.10.03 02_traitement_A;, après on faire va une semaine peinture de.;swap;0
245_translation;Entretien 01 24.10.03 02_traitement_A;On va faire une semaine de peinture.;translation;0
246;Entretien 01 24.10.03 02_traitement_A;On va peindre ces pièces.;original;0
246_contextual;Entretien 01 24.10.03 02_traitement_A;Chacun va peindre deux pièces.;contextual;0
246_swap;Entretien 01 24.10.03 02_traitement_A;Va peindre on ces pièces.;swap;0
246_translation;Entretien 01 24.10.03 02_traitement_A;On va peindre ces pièces.;translation;0
247;Entretien 01 24.10.03 02_traitement_A;Après, ça va être le sertissage.;original;0
247_contextual;Entretien 01 24.10.03 02_traitement_A;Probablement, ça puisse être le sert rituel.;contextual;0
247_swap;Entretien 01 24.10.03 02_traitement_A;Après va, ça être sertissage le.;swap;0
247_translation;Entretien 01 24.10.03 02_traitement_A;Alors, ce sera le bisou.;translation;0
248;Entretien 01 24.10.03 02_traitement_A;Il y a une journée type, peut-être, pour chaque étape.;original;1
248_contextual;Entretien 01 24.10.03 02_traitement_A;Une y a une période type, après-être, après mon étape.;contextual;1
248_swap;Entretien 01 24.10.03 02_traitement_A;Y il une a type journée, peut être -, chaque pour étape.;swap;1
248_translation;Entretien 01 24.10.03 02_traitement_A;Il y a peut-être un jour typique pour chaque étape.;translation;1
249;Entretien 01 24.10.03 02_traitement_A;Et donc, chaque étape, chaque matière différente.;original;0
249_contextual;Entretien 01 24.10.03 02_traitement_A;Et donc, première étape, chaque histoire :.;contextual;0
249_swap;Entretien 01 24.10.03 02_traitement_A;Donc et, étape chaque, matière chaque différente.;swap;0
249_translation;Entretien 01 24.10.03 02_traitement_A;Et ainsi, chaque étape, chaque autre thème.;translation;0
24_contextual;Entretien 01 24.10.03 01_traitement_A;C' est tout ça un soir toute la journée où on'était à ma télévision.;contextual;1
24_swap;Entretien 01 24.10.03 01_traitement_A;C ' était ça comme un toute peu la c journée où ' à était la. chaîne;swap;1
24_translation;Entretien 01 24.10.03 01_traitement_A;C'était comme ça toute la journée dans la chaîne.;translation;1
25;Entretien 01 24.10.03 01_traitement_A;Et après, du coup, pause de 10 heures où on boit un petit café le matin.;original;0
250;Entretien 01 24.10.03 02_traitement_A;Comme je disais, on commence avec du dessin.;original;0
250_contextual;Entretien 01 24.10.03 02_traitement_A;Comme je disais, nous continue avec un dessin.;contextual;0
250_swap;Entretien 01 24.10.03 02_traitement_A;Je comme disais, on commence du dessin avec.;swap;0
250_translation;Entretien 01 24.10.03 02_traitement_A;Comme je l'ai dit, on commence par un dessin.;translation;0
251;Entretien 01 24.10.03 02_traitement_A;On vient faire notre dessin sur du papier canson.;original;0
251_contextual;Entretien 01 24.10.03 02_traitement_A;On vient rajouter un dessin sur du carton can....;contextual;0
251_swap;Entretien 01 24.10.03 02_traitement_A;Vient faire on notre sur dessin du papier canson.;swap;0
251_translation;Entretien 01 24.10.03 02_traitement_A;Nous sommes ici pour faire notre dessin sur papier Canson.;translation;0
252;Entretien 01 24.10.03 02_traitement_A;Ensuite, on va le découper pour faire les calibres.;original;0
252_contextual;Entretien 01 24.10.03 02_traitement_A;Ensuite, on va totalement découper et utiliser plusieurs calibres.;contextual;0
252_swap;Entretien 01 24.10.03 02_traitement_A;Ensuite on, va le pour découper calibres faire les.;swap;0
252_translation;Entretien 01 24.10.03 02_traitement_A;On va le couper pour faire le calibre.;translation;0
253;Entretien 01 24.10.03 02_traitement_A;On a un matériau qui est assez...;original;2
