filename,text,word_count,tools,tool_number
Entretien 01 24.11.28_traitement_A,"De plus en plus on a cherché justement à centraliser pour essayer quand même de simplifier ce circuit, ce qui est le cas actuellement, BIP possède à BIP une usine qu'on a montée, une usine de teinture et d'apprêt, et le tissage est toujours à BIP, qui est l'ancien tissage BIP, où on a monté des choses assez extraordinaires, des métiers velours façonné, avec 3 ou 4 mécaniques, jusqu'à 4000 bobines, des choses assez extraordinaires, que j'aurais, dans les premières années de ma carrière, que j'aurais jamais envisagé de pouvoir voir.",91,,0
Entretien 01 24.11.28_traitement_A,"Je savais que ça existait, j'avais vu des articles, j'avais décomposé des articles, j'ai analysé pas mal d'articles.",18,,0
Entretien 01 24.11.28_traitement_A,"C'est un de mes boulots chez BIP, j'étais chargé du laboratoire, ça m'a beaucoup appris, j'ai analysé beaucoup d'articles des concurrents en tout cas, et d'articles anciens, etc.",28,,0
Entretien 01 24.11.28_traitement_A,"Donc j'ai touché un petit peu à tout, et là effectivement, qu'est-ce que je faisais précisément chez BIP, je vous dis, en dehors de ces promenades, et parfois ça prenait une partie de la journée, calculer les prix de revient, imaginer, j'avoue que j'imaginais pas beaucoup quand j'étais là où étaient nos bureaux, j'avais pas le temps beaucoup là-bas d'imaginer entre les coups de téléphone et les demandes des uns des autres, mais j'y pensais aussi, je dirais la nuit ou le dimanche, ou je sais quoi, j'imaginais des choses, alors il faut être relativement humble dans notre métier, en ce sens qu'il s'est fait tellement de choses, bien souvent vous croyez avoir fait une trouvaille géniale, et en fait deux mois après vous retrouvez le même échantillon dans un bouquin ou quelque chose qui ressemble, dans un bouquin d'archives, ce qui prouve que quelqu'un y a pensé avant vous, c'est bien souvent le cas, mais enfin on dit aussi dans ce métier que ce qu'il a dix ans, les articles qui ont dix ans, si on les reprend, on considère que c'est de la nouveauté, et s'ils ont vingt ans, à ce moment-là c'est de la haute nouveauté, donc l'histoire est un éternel recommencement, et il faut admettre qu'on a exploité la plupart des possibilités avant nous.",218,,0
Entretien 01 24.11.28_traitement_A,"Je suis surtout un dessinateur, si j'avais choisi un seul métier, je serais metteur en carte, malheureusement le métier de dessinateur n'a pas disparu, et j'ai fait du dessin qui ne soit pas de la mise en carte, j'ai aussi créé quelques dessins, ou les avoir arrangés, je sais quoi, parce que dans notre métier c'est aussi classique d'arranger des dessins, il est classique que les clients vous demandent, vous sortent un échantillon d'un confrère, je veux la même chose, mais quand même, n'exagérons pas, c'est un confrère qui fait ça, on voudrait pas...",94,,0
Entretien 01 24.11.28_traitement_A,"Donc on est obligé de faire ce qu'on appelle des petits frères, ça existe couramment, donc j'ai dessiné, je dirais, sur papier libre, mais j'ai fait beaucoup de mise en carte, qui évidemment a tendance à complètement disparaître, être remplacé par le scanner, par l'informatique, mais bon, tout évolue, demain est un autre jour, j'ai plus besoin de gagner ma vie en tant que metteur en carte.",67,,0
Entretien 01 24.11.28_traitement_A,"Ce qu'il y a de bien, c'est que je ne pense pas, non, la mise en carte peut être quelque chose d'assez automatique, en particulier, c'est moins épuisant pour la vue, pour le cerveau qu'on puisse le figurer, parfois, même justement, ça m'a permis de me reposer, de prendre le temps de réfléchir et de me poser d'une façon générale.",60,,0
Entretien 01 24.11.28_traitement_A,"Alors, il y a une partie qui est effectivement très technique et qui demande de l'attention, bon, de toute façon, il faut créer en général le montage, quand on est chef de fabrication, il faut y aller d'A à Z, donc le montage, faire exécuter un montage spécial, je vous parlais de montage à deux ou trois mécaniques, machin comme ça, bon, tracer et tracer son montage, ensuite, donc tout un tas de calculs, etc., ensuite, généralement, on vous donne une esquisse, la plupart du temps, bon, il faut faire ceci, quand c'est pas justement de copier bêtement un concurrent, mais en le modifiant d'une façon ou d'une autre, mais généralement, donc des esquisses, les dessinateurs BIP, il y a un certain nombre de bons dessinateurs à BIP qui vous vendent des esquisses, donc ils s'amènent avec des cartons, avec des milliers de dessins, bon, qu'on passe les uns après les autres, et puis c'est une partie, je dirais, importante aussi de ma connaissance, je dirais, d'être capable de me souvenir à peu près de tout ce que nous avons en collection, mais il y a des milliers de dessins, et de ne pas racheter le même, si vous voulez, et d'en trouver qui soit exécutable avec notre technique et qui soit, qui semble plaire à la clientèle, donc soit tout seul, soit avec mon patron qui était le commercial, mais qui n'avait pas de compétences techniques, on demandait aux dessinateurs de nous passer ces dessins, ils passaient nous plutôt des dessins de, je ne sais pas quoi, d’étoles, de grands dessins d'étoles, ou grands dessins genre Pompadour, ou petits dessins genre Pompadour, ou grands dessins au contraire, ameublements, Dieu sait quoi, bon, donc le type sortait, celui-là, bon, laissez l'autre côté, et puis en finale, on lui en achetait un ou deux, et alors là, avec ces dessins, il fallait effectivement les, ensuite les exécuter, donc mise en carte, donc les mettre au rapport, c'est là aussi que, bon, arranger ça, de toute façon, que ça fasse un dessin qui reproductible, et qui ne soit pas, qui ne raye pas, qui marque pas, qui trace pas, etc., donc arranger son dessin, le rendre exécutable, la mise en carte, le cas échéant, soit on l'a fait soi-même, soit on, il y a des metteurs en carte aussi à BIP, j'en ai fait faire aussi, bon, on convoque un metteur en carte, on les fait faire, et ça va lui faire des jours de travail, bon, ça va lui faire des jours de travail, tant mieux.",425,,0
Entretien 01 24.11.28_traitement_A,"Oui, avec Jacquard.",3,,0
Entretien 01 24.11.28_traitement_A,"Oui, oui, tout à fait.",5,,0
Entretien 01 24.11.28_traitement_A,"C'est le papier mise en carte, donc ce papier qui fait toujours quatre ou huit intervalles en hauteur, donc, parce que le liseur lit avec quatre doigts, et dans l'autre sens, par contre, un nombre de cordes qui n'est pas, qui peut, qui est variable, donc là, le Jacquard, c'est quatre en onze, donc il y a quatre cordes pour quatre, il y a onze cordes pour quatre coups de trame, ou exactement huit, parce que je vous ai dit, chaque intervalle horizontal, donc chaque coup de carte représente deux coups de métier, donc on dit que c'est du quatre en onze, il y a du quatre en huit, du huit en seize, du huit en vingt-quatre, il y a tout un tas de papiers, mais encore une fois, c'est du passé, pratiquement, il ne s'en fait plus.",138,,0
Entretien 01 24.11.28_traitement_A,"D'ailleurs, ce qui ne permet pas de faire des choses aussi fines, en général, mais en particulier parce qu'on ne prend plus le temps de le faire, même en informatique, sur l'écran, on pourrait très bien, en le voyant morceau par morceau avec la souris, une fois qu'on aurait scanné notre dessin, on peut très bien l'affiner, c'est-à-dire, si on veut, dire qu'on va faire ce qu'on faisait sur le papier mise en cartes, j'en suis pas absolument sûr.",79,,0
Entretien 01 24.11.28_traitement_A,"Le matériau, il n'en sait rien, il attend d'être au métier, c'est tout le charme du tissage, ce qui se passe en finale, c'est la réunion de tout un tas d'informations, les cartons, le montage du métier, les instructions qu'a données le chef de fabrication, etc.",46,,0
Entretien 01 24.11.28_traitement_A,"Moyennant quoi, le matériau, lui, il va se plier à tout ça et le résultat, surprise, ça va être les petites filles à la source ou quelque chose comme ça.",30,,0
Entretien 01 24.12.03_traitement_A,"Moi, j'avais pas ouvert la bouche encore.",7,,0
Entretien 01 24.12.03_traitement_A,"De 1956 à 1997, voilà.",5,,0
Entretien 01 24.12.03_traitement_A,"Au moins l'armée, mais enfin l'armée, ça compte pas pour ça.",11,,0
Entretien 01 24.12.03_traitement_A,"Dans les deux phases, parce que j'en ai eu plusieurs.",10,,0
Entretien 01 24.12.03_traitement_A,"Il y a eu l'entreprise, après l'école.",7,,0
Entretien 01 24.12.03_traitement_A,"Et j'étais dans ce qu'on appelait l'échantillonnage, maintenant avec un nom beaucoup plus pompeux.",14,,0
Entretien 01 24.12.03_traitement_A,"Recherche et développement, mais enfin à l'époque c'était échantillonnage.",9,,0
Entretien 01 24.12.03_traitement_A,Que ça consistait en quoi ?,6,,0
Entretien 01 24.12.03_traitement_A,"Eh bien, à faire des nouveaux articles, ou de modifier certains articles.",12,,0
Entretien 01 24.12.03_traitement_A,"Donc il y avait les matières, il y avait la technologie du travail des fils, etc.",16,,0
Entretien 01 24.12.03_traitement_A,Il fallait les analyser aussi pour les reproduire.,8,,0
Entretien 01 24.12.03_traitement_A,"Essayer en tissage élastique, essayer les éléments d'allongement, de ténacité du fil de gomme.",14,,0
Entretien 01 24.12.03_traitement_A,"7h30, 11h30, je revenais à 1h30, 5h30.",7,,0
Entretien 01 24.12.03_traitement_A,"Ah non, on avait des machines à tisser, des petites machines pour faire de l'échantillonnage.",15,,0
Entretien 01 24.12.03_traitement_A,"C'est varié quand même, parce qu'il fallait faire une analyse, faire le projet, disons.",14,,0
Entretien 01 24.12.03_traitement_A,"Après il fallait chercher les éléments pour monter sur le métier, donc essentiellement du fil.",15,,0
Entretien 01 24.12.03_traitement_A,Après il fallait programmer ce travail du fil.,8,,0
Entretien 01 24.12.03_traitement_A,"Il fallait ensuite le mettre en fonctionnement, la machine, pour avoir le tissu que l'on désirait.",16,,0
Entretien 01 24.12.03_traitement_A,"Il y avait du travail quand même, et on avait 8 métiers.",12,,0
Entretien 01 24.12.03_traitement_A,Donc on n'en avait pas qu'un seul.,7,,0
Entretien 01 24.12.03_traitement_A,Je ne vois pas.,4,,0
Entretien 01 24.12.03_traitement_A,C'était de voir le résultat.,5,,0
Entretien 01 24.12.03_traitement_A,"Une fois que tout était en place, faire les premiers bouts, qu'on appelait, et puis voir après, à la sortie de la machine, ce que ça donnait.",27,,0
Entretien 01 24.12.03_traitement_A,"En liaison avec le service commercial en général, qui disait si ça lui allait à lui aussi.",17,,0
Entretien 01 24.12.03_traitement_A,"Eh bien, on mettait le métier en fonctionnement, et puis on regardait voir comment ça se comportait, et puis on attendait le résultat à la sortie des cylindres, des manchons.",30,,0
Entretien 01 24.12.03_traitement_A,"Et après, il fallait même passer au cylindrage, c'est-à-dire l'enduire de colle, où vous passez la vapeur, pour rétracter, c'est du tissu élastique, pour rétracter l'ensemble.",26,,0
Entretien 01 24.12.03_traitement_A,"Alors, j'étais pas tout seul, il y avait une ouvrière avec moi qui, suivant les instructions, passait les fils au bon endroit, dans l'enfilage qu'on appelait.",26,,0
Entretien 01 24.12.03_traitement_A,"Et donc, on travaillait ensemble, il fallait l'aider, il fallait pas piquer le peigne, il fallait programmer ensuite la machine pour faire lever ses fils.",25,,0
Entretien 01 24.12.03_traitement_A,"Tout ça, puis...",3,,0
Entretien 01 24.12.03_traitement_A,"Oui, oui.",2,,0
Entretien 01 24.12.03_traitement_A,C'était avec des planchettes.,4,,0
Entretien 01 24.12.03_traitement_A,C'était des planchettes avec des touches qui permettaient de mettre la mécanique d'armure en mouvement.,15,,0
Entretien 01 24.12.03_traitement_A,"Oui, elles sont toutes indispensables.",5,,0
Entretien 01 24.12.03_traitement_A,"Pour apporter son attention de partout, parce que si on fait une erreur au début, il faut tout refaire.",19,,0
Entretien 01 24.12.03_traitement_A,Pas pour moi.,3,,0
Entretien 01 24.12.03_traitement_A,"Oui, oui, oui.",3,,0
Entretien 01 24.12.03_traitement_A,"Ah ben, on peut toujours reprendre, oui.",7,,0
Entretien 01 24.12.03_traitement_A,"Oui, pour éviter du travail, tout simplement.",7,,0
Entretien 01 24.12.03_traitement_A,"Ça, c'était quand j'étais dans l'industrie.",6,,0
Entretien 01 24.12.03_traitement_A,On n'en est plus là ?,6,,0
Entretien 01 24.12.03_traitement_A,Mais j'ai travaillé six ans sur ma carrière.,8,,0
Entretien 01 24.12.03_traitement_A,Eh bien...,2,,0
Entretien 01 24.12.03_traitement_A,Il ne dit pas grand-chose.,5,,0
Entretien 01 24.12.03_traitement_A,Il subit...,2,,0
Entretien 01 24.12.03_traitement_A,"Il subit les contraintes de la levée, du travail des fils, tout ça.",13,,0
Entretien 01 24.12.03_traitement_A,"Il y en a qui sont plus faciles que d'autres à travailler, évidemment.",13,,0
Entretien 01 24.12.03_traitement_A,Le fil...,2,,0
Entretien 01 24.12.03_traitement_A,Il suit.,2,,0
Entretien 01 24.12.03_traitement_A,Il faut bien le régler.,5,,0
Entretien 01 24.12.03_traitement_A,Il faut bien qu'il soit bien à sa place.,9,,0
Entretien 01 24.12.03_traitement_A,"S'il est bien à sa place, il sera content.",9,,0
Entretien 01 24.12.03_traitement_A,Il ne cassera pas.,4,,0
Entretien 01 24.12.03_traitement_A,Il continuera son bonhomme de chemin.,6,,0
Entretien 01 24.12.03_traitement_A,"Voilà, il suit son chemin.",5,,0
Entretien 01 24.12.03_traitement_A,Il suit le chemin.,4,,0
Entretien 01 24.12.03_traitement_A,Il n'en a pas d'autre.,5,,0
Entretien 01 24.12.03_traitement_A,"Il est encadré par des peignes, par les hélices et par un autre peigne.",14,,0
Entretien 01 24.12.03_traitement_A,Il est bien encadré.,4,,0
Entretien 01 24.12.03_traitement_A,"Ah oui, oui.",3,,0
Entretien 01 24.12.03_traitement_A,Il ne peut pas passer d'un côté à l'autre.,9,,0
Entretien 01 24.12.03_traitement_A,C'est fini ?,3,,0
Entretien 01 24.12.03_traitement_A,Et l'enseignement là-dedans ?,4,,0
Entretien 01 24.12.03_traitement_A,C'est bon.,2,,0
Entretien 01 24.12.03_traitement_A,"Alors, il y avait par exemple...",6,,0
Entretien 01 24.12.03_traitement_A,"Ah, il y avait...",4,,0
Entretien 01 24.12.03_traitement_A,"Si, il y a eu des...",6,,0
Entretien 01 24.12.03_traitement_A,"Enfin, ce n'était pas des nouveaux non plus.",8,,0
Entretien 01 24.12.03_traitement_A,"À l'époque, il y a eu des fils texturés.",9,,0
Entretien 01 24.12.03_traitement_A,Je ne sais pas si vous voyez ce que c'est.,10,,0
Entretien 01 24.12.03_traitement_A,Ça a été nouveau à un moment.,7,,0
Entretien 01 24.12.03_traitement_A,"Je l'ai connu en début de carrière, en 55, 56, je ne sais pas.",14,,0
Entretien 01 24.12.03_traitement_A,"Donc, on attendait tous ce que ça allait donner, surtout en tissu élastique.",13,,0
Entretien 01 24.12.03_traitement_A,Il y a un retrait.,5,,0
Entretien 01 24.12.03_traitement_A,"Donc, après, ça fait gonfler ce fil.",7,,0
Entretien 01 24.12.03_traitement_A,C'était quelque chose de nouveau.,5,,0
Entretien 01 24.12.03_traitement_A,"Non, c'était un fil comme un autre.",7,,0
Entretien 01 24.12.03_traitement_A,"Un fil, le principe de base, il faut qu'il soit bien à sa place, il ne faut pas qu'il chevauche avec un autre, et il faut qu'il soit en tension.",30,,0
Entretien 01 24.12.03_traitement_A,On ne peut pas tisser un fil hors tension.,9,,0
Entretien 01 24.12.03_traitement_A,"Donc, là aussi, il fallait régler.",6,,0
Entretien 01 24.12.03_traitement_A,"À l'époque, c'était un petit peu aussi aléatoire.",8,,0
Entretien 01 24.12.03_traitement_A,"On mettait une charge, on ne savait pas bien ce qu'on mettait, on voyait le résultat.",16,,0
Entretien 01 24.12.03_traitement_A,"Maintenant, c'est plus scientifique, mais sur une machine.",8,,0
Entretien 01 24.12.03_traitement_A,C'est tout.,2,,0
Entretien 01 24.12.03_traitement_A,Voilà.,1,,0
Entretien 01 24.12.09ab_traitement_A,Très bien.,2,,0
Entretien 01 24.12.09ab_traitement_A,45 ans.,2,,0
Entretien 01 24.12.09ab_traitement_A,A peu près,3,,0
Entretien 01 24.12.09ab_traitement_A,"Alors, c'est très difficile, c’est très difficile parce qu’elles sont très différentes les unes des autres.",16,,0
Entretien 01 24.12.09ab_traitement_A,"Alors, je dirais que à l'origine, on considérait qu'il y avait 7 CAP, 7 métiers différents dans notre profession.",19,,0
Entretien 01 24.12.09ab_traitement_A,"Ça veut dire que en fait, aujourd'hui, on est touche-à-tout parce qu'on ne peut pas avoir des spécialités.",18,,0
Entretien 01 24.12.09ab_traitement_A,C'est plus des manufactures comme c'était au XIXe siècle.,9,,0
Entretien 01 24.12.09ab_traitement_A,"Donc si vous me dites quelle est la journée type, ben, je peux vous dire qu'elle serait la journée...",19,,0
Entretien 01 24.12.09ab_traitement_A,"Un travail idéal, par exemple, mais la journée type, bon ben c'est de venir théoriquement à l'atelier, d'aller à sa table, de, si c'est en restauration, de démonter les vitraux en passant rapidement.",33,,0
Entretien 01 24.12.09ab_traitement_A,"Donc de récupérer les pièces, de faire les pièces manquantes ou des parties lacunaires qui manquent, si c'est seulement des petits bouts.",22,,0
Entretien 01 24.12.09ab_traitement_A,"Puis après, de remettre en plomb et de souder.",9,,0
Entretien 01 24.12.09ab_traitement_A,"Mais ça, en principe, ça prend une semaine, en gros, par panneau, comme ça, une journée type.",17,,0
Entretien 01 24.12.09ab_traitement_A,"Donc ça, c'est le cœur du travail, je veux dire.",10,,0
Entretien 01 24.12.09ab_traitement_A,"Après, il y a maintenant de moins en moins...",9,,0
Entretien 01 24.12.09ab_traitement_A,Parce que les vitraux ont beaucoup été restaurés.,8,,0
Entretien 01 24.12.09ab_traitement_A,"Mais quand j'ai démarré il y a 45 ans, il manquait carrément des panneaux.",14,,0
Entretien 01 24.12.09ab_traitement_A,On refaisait des panneaux.,4,,0
Entretien 01 24.12.09ab_traitement_A,"Moi, j'ai refait des tableaux d’Ingres en vitrail, donc avec des peintures très léchées.",14,,0
Entretien 01 24.12.09ab_traitement_A,"Donc on avait vraiment des ateliers, on faisait poser les ouvriers pour faire les dessins, etc.",16,,0
Entretien 01 24.12.09ab_traitement_A,"Par exemple, il est là, vous avez la Rose de Singapour.",11,,0
Entretien 01 24.12.09ab_traitement_A,C'est une création.,3,,0
Entretien 01 24.12.09ab_traitement_A,C'est BIP à 16 ans qui est la Vierge.,9,,0
Entretien 01 24.12.09ab_traitement_A,"Mais j'ai des photos où il y a notre chef d'atelier, maintenant, BIP, à genoux, en train d'offrir la caisse à outils pour les rois mages, par exemple.",28,,0
Entretien 01 24.12.09ab_traitement_A,"Donc, il y avait un atelier de dessin, des trucs très compliqués que l'on faisait.",15,,0
Entretien 01 24.12.09ab_traitement_A,"Après, il y a la peinture.",6,,0
Entretien 01 24.12.09ab_traitement_A,"Quand on faisait des peintures, moi, j'ai dû peindre pendant trois mois.",12,,0
Entretien 01 24.12.09ab_traitement_A,"Là, par exemple, il y a 110 portraits.",8,,0
Entretien 01 24.12.09ab_traitement_A,"Oui, à ça c’est vraiment des questions, je ne sais pas, c'est aujourd'hui.",13,,0
Entretien 01 24.12.09ab_traitement_A,"Alors d'abord, je suis indépendant.",5,,0
Entretien 01 24.12.09ab_traitement_A,"Donc, si on parle de, par exemple, de ce travail qui m'a beaucoup plu, et même d'autres, comme mes créations que j'ai faites à BIP, où il y a 260 mètres carrés de vitraux en création.",36,,0
Entretien 01 24.12.09ab_traitement_A,"Moi, il m'est arrivé de travailler jusqu'à 4 heures du matin.",11,,0
Entretien 01 24.12.09ab_traitement_A,"Le temps passe, on ne sait pas vraiment.",8,,0
Entretien 01 24.12.09ab_traitement_A,"Donc, les journées type, c'est loin d'être une journée d'un employé dans une grosse structure avec des heures de travail, des heures de repas, etc.",25,,0
Entretien 01 24.12.09ab_traitement_A,"Ça a toujours été ce côté, justement, extraordinaire de se sentir libre, de manger quand on a faim, de s'arrêter quand on est fatigué et de travailler quand on se sent en forme.",33,,0
Entretien 01 24.12.09ab_traitement_A,"Alors, comme je vous ai dit, il y a beaucoup de choses.",12,,0
Entretien 01 24.12.09ab_traitement_A,"Le plus difficile, je pense que c'est la peinture sur verre, enfin les grisailles.",14,,0
Entretien 01 24.12.09ab_traitement_A,"Parce que la grisaille, en fait, c'est de l'oxyde de fer et du verre pilé.",15,,0
Entretien 01 24.12.09ab_traitement_A,"Donc, comme peinture, c'est comme si on peignait avec de la boue.",12,,0
Entretien 01 24.12.09ab_traitement_A,"Donc, c'est très compliqué pour être très précis.",8,,0
Entretien 01 24.12.09ab_traitement_A,Et il faut vraiment beaucoup d'expérience.,6,,0
Entretien 01 24.12.09ab_traitement_A,"D'ailleurs, je pense qu'aujourd'hui, depuis le temps que je n'ai pas fait, je suis loin comme un grand sportif qui a besoin d'entraînement pour être à son plus haut niveau.",30,,0
Entretien 01 24.12.09ab_traitement_A,"Là, c'est pareil.",3,,0
Entretien 01 24.12.09ab_traitement_A,"D'ailleurs, je dis, j'ai toujours dit, je continue à dire, ne serait-ce que pour avoir la bonne texture de grisaille au bout du pinceau, moi, il me faut une heure ou deux.",32,,0
Entretien 01 24.12.09ab_traitement_A,"C'est-à-dire une heure ou deux à passer mon truc, à vérifier si elle est assez gommée, pas trop gommée, un peu comme un violoniste qui a besoin d'accorder son violon, qui, avec une bonne oreille, fait ça assez rapidement.",39,,0
Entretien 01 24.12.09ab_traitement_A,"Je ne suis peut-être pas très doué, mais moi, pour préparer ma grisaille avant vraiment de démarrer, il me faut beaucoup de temps.",23,,0
Entretien 01 24.12.09ab_traitement_A,Je ne sais pas si c'est plus dur que le violon.,11,,0
Entretien 01 24.12.09ab_traitement_A,"Donc oui, oui.",3,,0
Entretien 01 24.12.09ab_traitement_A,"Alors là, je peux vous montrer justement, je vais enlever ce vide, je vais vous montrer justement de ce qu'on parle.",21,,0
Entretien 01 24.12.09ab_traitement_A,C'est quelquefois difficile de faire comprendre.,6,,0
Entretien 01 24.12.09ab_traitement_A,"Voilà ce dont je cause, à l'époque où j'étais bien doué.",11,,0
Entretien 01 24.12.09ab_traitement_A,"Voilà, donc il faut savoir que le vitrail, ça se regarde à 20 mètres, pas comme ça, d'accord ?",19,,0
Entretien 01 24.12.09ab_traitement_A,"Donc d'ailleurs, il y a des fois, j'ai vu dans une église en Italie, je suis allé en pèlerinage à Assise, où il y avait justement le verrier a fait une peinture sur verre et puis de l'autre côté, un vitrail.",41,,0
Entretien 01 24.12.09ab_traitement_A,"Donc pour montrer sa dextérité, ses connaissances.",7,,0
Entretien 01 24.12.09ab_traitement_A,"Donc peinture sur verre, ça veut dire émaille, etc.",9,,0
Entretien 01 24.12.09ab_traitement_A,Donc colorée avec des émaux.,5,,0
Entretien 01 24.12.09ab_traitement_A,"Et bien, quand on rentre justement, j'avais les gens avec moi, on faisait le chemin, je dis, ben venez, voilà, c'est super, c'est la première fois que je vois qu'il y a les deux, on va se mettre à l'entrée et vous verrez, donc la peinture sur verre, l'émail, on ne voyait rien, une vitre colorée, mais on ne reconnaissait rien, alors que le vitrail, ça se tient toujours.",69,,0
Entretien 01 24.12.09ab_traitement_A,"On va regarder, vous allez voir.",6,,0
Entretien 01 24.12.09ab_traitement_A,"Et ça, justement, c'est aussi par exemple une connaissance, parce que pour les gens, c'est de l'art appliqué de la peinture.",21,,0
Entretien 01 24.12.09ab_traitement_A,Je vais vous éteindre un petit peu.,7,,0
Entretien 01 24.12.09ab_traitement_A,Je vais vous mettre dans le noir.,7,,0
Entretien 01 24.12.09ab_traitement_A,"Voilà, là, on voit bien.",5,,0
Entretien 01 24.12.09ab_traitement_A,Et on va aller loin.,5,,0
Entretien 01 24.12.09ab_traitement_A,"Allez, on va reculer.",4,,0
Entretien 01 24.12.09ab_traitement_A,"Le vitrail, il est toujours visible avec ses verres, etc.",10,,0
Entretien 01 24.12.09ab_traitement_A,Entretien 01 24.12.09b,3,,0
Entretien 01 24.12.09ab_traitement_A,"Hyper contemporain ou figuratif ou ancien, c'est comme si d'ailleurs, souvent j'ai des historiens qui ne savent absolument pas comment ça se fabrique et qui pensent que c'est de la peinture, comme si on faisait de la peinture.",38,,0
Entretien 01 24.12.09ab_traitement_A,"Alors que c'est plus proche de la gravure en plus, puisqu'on va couvrir pratiquement, enfin pour la partie plus délicate, on va couvrir le noir et c'est à l'enlever qu'on fait apparaître le modèle des formes.",36,,0
Entretien 01 24.12.09ab_traitement_A,"Donc on est plus, d'ailleurs nous, on dit qu'on peint avec la lumière, pas avec la grisaille.",17,,0
Entretien 01 24.12.09ab_traitement_A,On enlève la grisaille pour faire apparaître la lumière.,9,,0
Entretien 01 24.12.09ab_traitement_A,On peint avec la lumière.,5,,0
Entretien 01 24.12.09ab_traitement_A,"Alors, dans le vitrail, il y a une...",8,,0
Entretien 01 24.12.09ab_traitement_A,c'est compliqué parce que si on ne comprend pas la base pour expliquer...,13,,0
Entretien 01 24.12.09ab_traitement_A,"C’est comme, moi, je prends la comparaison avec l'architecte qui va créer un monument avec des appartements, etc.",18,,0
Entretien 01 24.12.09ab_traitement_A,"Il va faire ses dessins, etc.",6,,0
Entretien 01 24.12.09ab_traitement_A,"et puis après, il va donner à construire.",8,,0
Entretien 01 24.12.09ab_traitement_A,"Et puis après, il verra le résultat.",7,,0
Entretien 01 24.12.09ab_traitement_A,"Alors, en principe, s'il est très bon, ça va fonctionner.",10,,0
Entretien 01 24.12.09ab_traitement_A,"Mais quelquefois, il y a des trucs que l'on se dit, il a une drôle d'idée l'architecte, ça ne va pas.",21,,0
Entretien 01 24.12.09ab_traitement_A,"Pour le vitrail, c'est pareil parce que tout va se passer sur des petits morceaux et en plus, à plat ou noir, comme vous voyez.",25,,0
Entretien 01 24.12.09ab_traitement_A,"Et le vitrail, comme on dit, se révèle quand il est debout à la lumière.",15,,0
Entretien 01 24.12.09ab_traitement_A,"Donc, si on considère que dans une création monumentale comme pour BIP, ça a mis 10 ans pour voir le résultat.",21,,0
Entretien 01 24.12.09ab_traitement_A,"Donc, par rapport au souffleur de verre, j'en reviens un peu, qui lui voit son verre gonfler, il va s'arrêter ou faire plus grand.",24,,0
Entretien 01 24.12.09ab_traitement_A,"Nous, on peut attendre 10 ans pour voir si on a bien choisi la bonne couleur au bon endroit.",19,,0
Entretien 01 24.12.09ab_traitement_A,C'est vraiment un travail intellectuel.,5,,0
Entretien 01 24.12.09ab_traitement_A,"Et en même temps, comme c'est impossible à maîtriser réellement, il y a tout ce côté, je dirais, échange avec le vitrail où, une fois en place, il va vous donner des choses que vous n'attendiez pas du tout.",39,,0
Entretien 01 24.12.09ab_traitement_A,Il y a des surprises.,5,,0
Entretien 01 24.12.09ab_traitement_A,"Ça arrive souvent en me disant, mais BIP, comment tu as fait ça ?",14,,0
Entretien 01 24.12.09ab_traitement_A,"Alors là, je vais vous expliquer comment j'ai fait ça.",10,,0
Entretien 01 24.12.09ab_traitement_A,"Alors, c'est vrai que je tente des choses justement dans mes créations.",12,,0
Entretien 01 24.12.09ab_traitement_A,Je vais tenter des choses qui n'ont jamais été faites.,10,,0
Entretien 01 24.12.09ab_traitement_A,"Alors, jamais été faites, bon, parce qu'il n'y a pas eu l'occasion ou je ne les ai pas vues.",19,,0
Entretien 01 24.12.09ab_traitement_A,"Mais donc, effectivement, il y a des résultats qui ne sont tout simplement des projections qu'on a dans la tête et qui ne sont pas forcément exactement ce qu'on avait choisi.",31,,0
Entretien 01 24.12.09ab_traitement_A,"Bon, alors, on vient justement, la grisaille, je vous ai dit, il y a une partie que...",17,,0
Entretien 01 24.12.09ab_traitement_A,"Alors le trait, complètement noir, c'est de la calligraphie.",9,,0
Entretien 01 24.12.09ab_traitement_A,"On peint avec des pinceaux à lettres, plein délié, plein délié, d’accord.",12,,0
Entretien 01 24.12.09ab_traitement_A,"Et puis, ça, aujourd'hui, quand on avait fait beaucoup, on ne fait qu'une seule cuisson.",15,,0
Entretien 01 24.12.09ab_traitement_A,Mais presque tout le monde fait deux cuissons.,8,,0
Entretien 01 24.12.09ab_traitement_A,"Donc, on cuit le trait, on va dire.",8,,0
Entretien 01 24.12.09ab_traitement_A,"Puis après, on va...",4,,0
Entretien 01 24.12.09ab_traitement_A,"Alors, quand je dis on recouvre de noir, oui, on recouvre de grisaille.",13,,0
Entretien 01 24.12.09ab_traitement_A,Et on va plus ou moins l'étaler.,7,,0
Entretien 01 24.12.09ab_traitement_A,"Et après, on va enlever.",5,,0
Entretien 01 24.12.09ab_traitement_A,Mais quand on va...,4,,0
Entretien 01 24.12.09ab_traitement_A,"Pour enlever, il faut que la grisaille tienne suffisamment, mais pas trop.",12,,0
Entretien 01 24.12.09ab_traitement_A,"Et donc, c'est ça qui est un peu délicat.",9,,0
Entretien 01 24.12.09ab_traitement_A,"Puisque, en fait, notre grisaille, chaque fois qu'on va la préparer, elle va être, comme on dit, plus ou moins dure.",21,,0
